LncRNA name,Cancer name,Methods,Expression pattern,Pubmed ID,Remarks,No. of Lnc Transcript variants,NCBI Reference Number,Total No. of PQS,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS,RefSeq status,aka
LINC00968,Lung Squamous Cell Carcinoma,"qPCR, RNAi, Cell proliferation assay etc.",down-regulated,27797003,,1,NR_038236.1,8,8,0,0,VALIDATED,long intergenic non-protein coding RNA 968;HSALNG0065480;NONHSAG050284.2;LINC00968
LINC00982,Lung Adenocarcinoma,qPCR,down-regulated,30132554,Also Known As: LINC00982; lnc-dPrdm16,2,"NR_015440.1, NR_024371.1","46,9","37,9","7,0","2,0",VALIDATED,LINC00982; lnc-dPrdm16
LINC01088,Non Small Cell Lung Cancer,"RT-qPCR, western blot, RIP",up-regulated,31811854,,1,NR_038342.1,2,2,0,0,VALIDATED,long intergenic non-protein coding RNA 1088;LINC01088;NONHSAG038292.2;HSALNG0035423
LINC01093,Non Small Cell Lung Cancer,"qRT-PCR, Western blotting",up-regulated,31957835,,3,"NR_039975.1, NR_039976.1, NR_039977.1","7,7,4","7,7,4","0,0,0","0,0,0",VALIDATED,long intergenic non-protein coding RNA 1093;LINC01093;NONHSAG039504.2;HSALNG0039055
LINC01116,Non Small Cell Lung Cancer,"qRT-PCR, Western blot Analyses",up-regulated,31841994,Also known as: TALNEC2,1,NR_040001.2,2,2,0,0,VALIDATED,TALNEC2
LINC01123,Non Small Cell Lung Cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP, etc.",up-regulated,31488218,,3,"NR_046110.1, NR_046111.1,NR_046112.1","19,18,7","17,16,6","2,2,1","0,0,0",VALIDATED,long intergenic non-protein coding RNA 1123;HSALNG0017805;LINC01123;NONHSAG028908.2
LINC01124,Non Small Cell Lung Cancer,qRT-PCR,down-regulated,32099381,,1,NR_027433.1,27,22,4,1,VALIDATED,long intergenic non-protein coding RNA 1124;LINC01124;HSALNG0020307;NONHSAG029788.2;HSALNG0020305;NONHSAG029787.2
LINC01133,Non Small Cell Lung Cancer,"qPCR, RNAi, Western blot, RIP, Flow cytometry assay, Cell proliferation assay etc.",up-regulated,26840083,,1,NR_038849.1,7,7,0,0,VALIDATED,long intergenic non-protein coding RNA 1133;lncRNA-PAGBC;prognosis-associated gallbladder cancer lncRNA;LINC01133;HSALNG0007801;NONHSAG003198.2
LINC01133,Lung Squamous Cell Carcinoma,"Microarray, qPCR, RNAi etc.",up-regulated,25908174,,1,NR_038849.1,7,7,0,0,VALIDATED,long intergenic non-protein coding RNA 1133;lncRNA-PAGBC;prognosis-associated gallbladder cancer lncRNA;LINC01133;HSALNG0007801;NONHSAG003198.2
LINC01186,Lung Cancer,"Microarray, qPCR, RNAi, Western blot, Cell migration and invasion assay etc.",down-regulated,28119085,Also known as: ZNF674-1,1,NR_110388.1,1,1,0,0,VALIDATED,ZNF674-1
LINC01194,Non Small Cell Lung Cancer,"qPCR, Western blot, Luciferase reporter assay etc.",up-regulated,32346298,Also Known As: TAG; CT49,1,NR_033383.1,3,3,0,0,VALIDATED,TAG; CT49
LINC01234,Non Small Cell Lung Cancer,"qPCR, Western blot, Luciferase reporter assay etc.",up-regulated,32246902,Also Known As: LCAL84; onco-lncRNA-32,2,"NR_110026.1, NR_110025.1","8,9","7,8","1,1","0,0",VALIDATED,LCAL84; onco-lncRNA-32
LINC01234,Non Small Cell Lung Cancer,"qRT-PCR, Luciferase reporter assays, RIP, Western blot analysis",up-regulated,31959200,Also Known As: LCAL84; onco-lncRNA-32,2,"NR_110026.1, NR_110025.1","8,9","7,8","1,1","0,0",VALIDATED,LCAL84; onco-lncRNA-32
LINC01234,Non Small Cell Lung Cancer,"qRT-PCR , Luciferase reporter assay , Western blot , in vitro knockdown etc.",up-regulated,31106421,Also Known As: LCAL84; onco-lncRNA-32,2,"NR_110026.1, NR_110025.1","8,9","7,8","1,1","0,0",VALIDATED,LCAL84; onco-lncRNA-32
LINC01288,Non Small Cell Lung Cancer,"qRT-PCR , Western blot , in vitro knockdown etc.",up-regulated,31054777,Also known as: TCONS_00014671,1,NR_125746.1,2,2,0,0,VALIDATED,TCONS_00014671
LINC01296,Non Small Cell Lung Cancer,qPCR,up-regulated,30899389,"Also Known As: DUXAP9; LNMAT1; LINC01296; LncRNA-CTD903 (Gene Cards)

Homo sapiens double homeobox A pseudogene 9 (DUXAP9), transcript variant 1 and 2, non-coding RNA (NR_122111.1 and NR_122112.1)

transcribed RNA-misc_RNA (mentioned as lncRNA in title of papers; PubMed - 31522796 and others) (NR_122111.1 and NR_122112.1)

Gene type - pseudo",2 (DUXAP9),"DUXAP9 (NR_122111.1, NR_122112.1)","19, 9 (DUXAP9)","19,9","0,0","0,0",VALIDATED (DUXAP9),LNMAT1; LINC01296
LINC01296,Non Small Cell Lung Cancer,"qPCR, Western blot, Luciferase reporter assay, RNAi, other",up-regulated,30240003,"Also Known As: DUXAP9; LNMAT1; LINC01296; LncRNA-CTD903 (Gene Cards)

Homo sapiens double homeobox A pseudogene 9 (DUXAP9), transcript variant 1 and 2, non-coding RNA (NR_122111.1 and NR_122112.1)

transcribed RNA-misc_RNA (mentioned as lncRNA in title of papers; PubMed - 31522796 and others) (NR_122111.1 and NR_122112.1)

Gene type - pseudo",2 (DUXAP9),"DUXAP9 (NR_122111.1, NR_122112.1)","19, 9 (DUXAP9)","19,9","0,0","0,0",VALIDATED (DUXAP9),LNMAT1; LINC01296
LINC01354,Lung Adenocarcinoma,RNA-seq,differential expression,31558162,,1,NR_038426.1,15,13,2,0,VALIDATED,long intergenic non-protein coding RNA 1354;LINC01354;HSALNG0011601;NONHSAG004677.2
LINC01354,Lung Cancer,qPCR,up-regulated,31538498,,1,NR_038426.1,15,13,2,0,VALIDATED,long intergenic non-protein coding RNA 1354;LINC01354;HSALNG0011601;NONHSAG004677.2
LINC01419,Lung Adenocarcinoma,"qRT-PCR , Luciferase reporter assay , Western blot , RIP , in vitro knockdown etc.",up-regulated,31582214,Also Known As: LVCAT7; TCONS_00014497,1,NR_122034.1,3,3,0,0,VALIDATED,PRLH1; LVCAT7; TCONS_00014497
LINC01433,Non Small Cell Lung Cancer,"qPCR, Western blot, RNAi etc.",up-regulated,29532622,"Also known as: NONHSAG031175.2 
HSALNG0128306
HCG2045830
LOC728228",1,NR_033917.1,7,6,1,0,VALIDATED,long intergenic non-protein coding RNA 1433;LOC728228;hCG2045830;HSALNG0128306;LINC01433;NONHSAG031175.2
LINC01436,Non Small Cell Lung Cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, etc.",up-regulated,30614188,,1,NR_110419.1,9,9,0,0,VALIDATED,long intergenic non-protein coding RNA 1436;AP000688.8;HSALNG0132900;NONHSAG032761.2;LINC01436
"LINC01510",Non Small Cell Lung Cancer,"qPCR, Western blot, Luciferase reporter assay, RIP, other",up-regulated,30399588,Also Known As: COMETT; COMET; LINC01510,3 (COMETT),"COMETT (NR_120506.2, NR_165032.1, NR_165033.1)","6, 5, 8 (COMETT)","6,5,8","0,0,0","0,0,0",VALIDATED (COMETT),COMET; LINC01510; COMETT
LINC01512,Lung Adenocarcinoma,qPCR etc.,up-regulated,28569418,Also known as: HI-LNC77,1,NR_024478.1,16,14,2,0,VALIDATED,HI-LNC77
LINC01537,Lung Cancer,"RNA-seq, qPCR",down-regulated,31374807,,1,NR_126364.1,16,16,0,0,VALIDATED,long intergenic non-protein coding RNA 1537;RP11-169D4.1-001;LINC01537;HSALNG0141635;NONHSAG008986.2
LINC01614,Non Small Cell Lung Cancer,PCR,down-regulated,30980423,Also known as: LCAL4,1,NR_132383.1,12,12,0,0,VALIDATED,LCAL4
LINC01614,Non Small Cell Lung Cancer,qPCR,up-regulated,31348244,Also known as: LCAL4,1,NR_132383.1,12,12,0,0,VALIDATED,LCAL4
LINC02418,Non Small Cell Lung Cancer,"RT-qPCR, Western blot, Luciferase Activity Reporter Assay",up-regulated,31841189,,1,"
NR_024457.2",20,20,0,0,VALIDATED,long intergenic non-protein coding RNA 2418;LINC02418;NONHSAG012741.2
"LINK-A ",Non Small Cell Lung Cancer,"qPCR, Western blot, other",up-regulated,31404323,Also known as: LINKA; LINK-A;  LINC01139,1 (LINC01139),LINC01139 (NR_015407.1),8 (LINC01139),8,0,0,VALIDATED (LINC01139),LINKA; LINK-A; LINC01139
lncRNA-ATB,Non Small Cell Lung Cancer,"qRT-PCR, Western blot",up-regulated,32092085,,1,NR_160525.1,17,16,1,0,VALIDATED,
lncRNA-ATB,Lung Squamous Cell Carcinoma,"Double-luciferase reporter assay, RT-qPCR, Western blotting analysis",up-regulated,31934791,,1,NR_160525.1,17,16,1,0,VALIDATED,
lncRNA-ATB,Lung Cancer,"qPCR, Western blot",up-regulated,30128006,,1,NR_160525.1,17,16,1,0,VALIDATED,
lncRNA-ATB,Non Small Cell Lung Cancer,"RT-PCR, Western blot",up-regulated,31983095,,1,NR_160525.1,17,16,1,0,VALIDATED,
lncRNA-ATB,Lung Adenocarcinoma,"qPCR, Western blot, Luciferase reporter assay etc.",differential expressed,32256108,,1,NR_160525.1,17,16,1,0,VALIDATED,
lncRNA-ATB,Lung Cancer,"qPCR, Western blot etc.",up-regulated,29693289,,1,NR_160525.1,17,16,1,0,VALIDATED,
lncRNA-ATB,Non Small Cell Lung Cancer,"qPCR, RNAi, Flow cytometry assay etc.",up-regulated,27878433,,1,NR_160525.1,17,16,1,0,VALIDATED,
lncRNA-HEIH,Non Small Cell Lung Cancer,"qPCR, Western blot, other",up-regulated,30230600,Also Known As: HEIH; HCCAT2; LINC-HEIH; LINC00848; lncRNA-HEIH,1,NR_045680.1,17,16,1,0,VALIDATED,HCCAT2; LINC-HEIH; LINC00848; lncRNA-HEIH
lncRNA-LET,Non Small Cell Lung Cancer,"qPCR, Western blot",down-regulated,29416684,Also known as: NPTN-IT1,1,NR_103844.1,13,13,0,0,VALIDATED,lncRNA-LET
lncRNA-LET,Lung Adenocarcinoma,"qPCR, RNAi, Western blot, Cell proliferation assay etc.",down-regulated,27896272,Also known as: NPTN-IT1,1,NR_103844.1,13,13,0,0,VALIDATED,lncRNA-LET
lncRNA-LET,Lung Squamous Cell Carcinoma,"qPCR, Western blot, RIP, in vitro knockdown etc.",down-regulated,23395002,Also known as: NPTN-IT1,1,NR_103844.1,13,13,0,0,VALIDATED,lncRNA-LET
lncRNA-MIF,Lung Cancer,"qPCR, Luciferase reporter assay etc.",differential expression,27317567,Also Known As: ODC1-DT; (ODC1-DT),1 (ODC1-DT),ODC1-DT (NR_110597.1),6 (ODC1-DT),6,0,0,VALIDATED,lncRNA-MIF
lncRNA-NEF,Small Cell Lung Cancer,"RT-qPCR, Western blotting etc.",down-regulated,31186707,"Also known as: LINC01384; lncRNA-NEF, LNCNEF",1,NR_109883.1,4,4,0,0,VALIDATED,LINC01384; lncRNA-NEF
lncRNA-NEF,Non Small Cell Lung Cancer,"qPCR, Western blot",up-regulated,30854054,"Also known as: LINC01384; lncRNA-NEF, LNCNEF",1,NR_109883.1,4,4,0,0,VALIDATED,LINC01384; lncRNA-NEF
"lncTCF7",Non Small Cell Lung Cancer,"qPCR, RNAi, ChIP, Dual luciferase reporter assay etc.",up-regulated,27766570,Also Known As: WSPAR; LncTCF7; TCONS_00009511,1 (WSPAR),WSPAR (NR_131252.1),6 (WSPAR),6,0,0,VALIDATED (WSPAR),LncTCF7; TCONS_00009511; WSPAR
"LOC285194",Non Small Cell Lung Cancer,"qPCR, Western blot, in vitro knockdown, etc.",down-regulated,30542733,"Also Known As: TUSC7; LSAMPAS3; LINC00902; LSAMP-AS1; LSAMP-AS3; NCRNA00295. LOC285194 mentioned in title of papers [PubMed-31494574 (TUSC7) and 27683121 (RPL34-DT)] referred in TUSC7 (NR_015391.1) and RPL34-DT (NR_026968.1). Aliases for TUSC7 Gene (From GeneCards database - GCID: GC03P116709)
Tumor Suppressor Candidate 7
TUSC7",1 (TUSC7),TUSC7 (NR_015391.1),9 (TUSC7),9,0,0,VALIDATED,LSAMPAS3; LINC00902; LSAMP-AS1; LSAMP-AS3; NCRNA00295; TUSC7
"LOC285194",Non Small Cell Lung Cancer,"qPCR, RNAi, Western blot, ChIP, Luciferase reporter assay, Cell proliferation assay, ISH etc.",differential expression,23558749,"Also Known As: TUSC7; LSAMPAS3; LINC00902; LSAMP-AS1; LSAMP-AS3; NCRNA00295. LOC285194 mentioned in title of papers [PubMed-31494574 (TUSC7) and 27683121 (RPL34-DT)] referred in TUSC7 (NR_015391.1) and RPL34-DT (NR_026968.1). Aliases for TUSC7 Gene (From GeneCards database - GCID: GC03P116709)
Tumor Suppressor Candidate 7
TUSC7",1 (TUSC7),TUSC7 (NR_015391.1),9 (TUSC7),9,0,0,VALIDATED,LSAMPAS3; LINC00902; LSAMP-AS1; LSAMP-AS3; NCRNA00295; TUSC7
"LOC554202",Non Small Cell Lung Cancer,"qPCR, Western blot, Luciferase reporter assay etc",up-regulated,31762810,"Also Known As: LOC554202; MIR31HG; LncHIFCAR; hsa-lnc-31.LOC554202 mentioned in title of paper (PubMed-22289355 and others) referred in MIR31HG_variants (NR_027054.2, NR_152877.1, NR_152878.1, NR_152879.1).Aliases for MIR31HG Gene (From GeneCards database - GCID: GC09M021439)
MIR31 Host Gene",4 (MIR31HG),"MIR31HG (NR_027054.2, NR_152877.1, NR_152878.1, NR_152879.1)","20, 13, 12, 19 (MIR31HG)","19,13,12,18","1,0,0,1","0,0,0,0",REVIEWED (MIR31HG),LncHIFCAR; hsa-lnc-31; MIR31HG
LOC728228,Lung Cancer,"Microarray, qPCR, RNAi, Western blot etc.",up-regulated,25820656,,Refer to LINC01433,,,,,,,long intergenic non-protein coding RNA 1433;LOC728228;hCG2045830;HSALNG0128306;LINC01433;NONHSAG031175.2
LOC730101,Lung Cancer,"qPCR, Western blot etc.",up-regulated,28943432,,2,"NR_024403.1,NR_024405.1","22,20","21,19","1,1","0,0",VALIDATED,uncharacterized LOC730101;heterogeneous nuclear ribonucleoprotein A/B (HNRNPAB) pseudogene;lnc-TMEM14A-1;NONHSAG043936.2;HSALNG0050624
LOXL1-AS1,Lung Adenocarcinoma,"qRT-PCR, Western blot",up-regulated,31758653,,5,"NR_040066.1, NR_040067.1, NR_040068.1, NR_040069.1, NR_040070.1","15, 13, 11, 9, 11","12,10,11,9,10","3,3,0,0,1","0,0,0,0,0",VALIDATED,LOXL1 antisense RNA 1;LOXL1 antisense RNA 1 (non-protein coding);HSALNG0107133;LOXL1-AS1;NONHSAG017388.2;HSALNG0107136
LOXL1-AS1,Non Small Cell Lung Cancer,qRT-PCR,up-regulated,31737192,,5,"NR_040066.1, NR_040067.1, NR_040068.1, NR_040069.1, NR_040070.1","15, 13, 11, 9, 11","12,10,11,9,10","3,3,0,0,1","0,0,0,0,0",VALIDATED,LOXL1 antisense RNA 1;LOXL1 antisense RNA 1 (non-protein coding);HSALNG0107133;LOXL1-AS1;NONHSAG017388.2;HSALNG0107136
LSINCT5,Non Small Cell Lung Cancer,"qPCR, Western blot, in vitro knockdown, RNAi, RIP",up-regulated,29883241,"Some (older-not checked for PQS) LSINCT5 non-coding RNA ""other"" ncRNA (partial sequence - GU228577.2) was also there in result.",1,NR_145480.1,24,22,2,0,VALIDATED,long stress-induced non-coding transcript 5;HSALNG0039679;lnc-C5orf38-7
LSINCT5,Lung Cancer,"qPCR, Northern blot etc.",up-regulated,20214974,"Some (older-not checked for PQS) LSINCT5 non-coding RNA ""other"" ncRNA (partial sequence - GU228577.2) was also there in result.",1,NR_145480.1,24,22,2,0,VALIDATED,long stress-induced non-coding transcript 5;HSALNG0039679;lnc-C5orf38-7
LSINCT5,Non Small Cell Lung Cancer,"qPCR, RIP, Microarray, Western blot, etc.",up-regulated,29883241,"Some (older-not checked for PQS) LSINCT5 non-coding RNA ""other"" ncRNA (partial sequence - GU228577.2) was also there in result.",1,NR_145480.1,24,22,2,0,VALIDATED,long stress-induced non-coding transcript 5;HSALNG0039679;lnc-C5orf38-7
LUADT1,Small Cell Lung Cancer,"RT-qPCR, Western blot",up-regulated,31842825,,1,NR_132442.1,4,4,0,0,VALIDATED,lung adenocarcinoma associated transcript 1;HSALNG0054158;LUADT1;NONHSAG045093.2
LUADT1,Lung Adenocarcinoma,"Microarray, qPCR, RNAi, Western blot, RIP, Flow cytometry assay etc.",up-regulated,26291312,,1,NR_132442.1,4,4,0,0,VALIDATED,lung adenocarcinoma associated transcript 1;HSALNG0054158;LUADT1;NONHSAG045093.2
LUCAT1,Non Small Cell Lung Cancer,"qPCR, Western blot",up-regulated,31298373,Also Known As: SCAL1; SCAT5,2,"NR_103548.1, NR_103549.1","3,2","3,2","0,0","0,0",VALIDATED,SCAL1; SCAT5
LUCAT1,Non Small Cell Lung Cancer,"qPCR, RNAi, Western blot, RIP, ChIP, Flow cytometry assay, Cell proliferation assay etc.",up-regulated,28423699,Also Known As: SCAL1; SCAT5,2,"NR_103548.1, NR_103549.1","3,2","3,2","0,0","0,0",VALIDATED,SCAL1; SCAT5
MA-LINC1,Lung Cancer,"qPCR, RNAi, Western blot etc.",up-regulated,26337085,Also known as: MA-linc1; LINC01024,3,"NR_102739.1,NR_102740.1,NR_102741.1","14,14,10","13,13,10","1,1,0","0,0,0",VALIDATED,MA-linc1; LINC01024
"MAFG-AS1",Non Small Cell Lung Cancer,"qPCR, Western blot, Luciferase reporter assay, etc.",up-regulated,30599080,Also Known As: MAFG-DT; MAFG-AS1,1 (MAFG-DT),MAFG-DT (NR_015454.1),25 (MAFG-DT),23,2,0,VALIDATED (MAFG-DT),MAFG-AS1; MAFG-DT
"MAFG-AS1",Lung Adenocarcinoma,"qPCR, Western blot, Luciferase reporter assay, RIP",up-regulated,31211984,Also Known As: MAFG-DT; MAFG-AS1,1 (MAFG-DT),MAFG-DT (NR_015454.1),25 (MAFG-DT),23,2,0,VALIDATED (MAFG-DT),MAFG-AS1; MAFG-DT
MAGI2-AS3,Non Small Cell Lung Cancer,"qPCR, Western blot",down-regulated,32138716,,4,"NR_038343.2, NR_038344.1, NR_038345.1, NR_038346.1","22, 9, 2, 3","21,8,2,3","1,1,0,0","0,0,0,0",VALIDATED,MAGI2 antisense RNA 3;ENST00000414797;MAGI2 antisense RNA 3 (non-protein coding);HSALNG0059170;MAGI2-AS3;NONHSAG048073.2
MAGI2-AS3,Lung Squamous Cell Carcinoma,"RT-qPCR, Western blot",up-regulated,32021443,,4,"NR_038343.2, NR_038344.1, NR_038345.1, NR_038346.1","22, 9, 2, 3","21,8,2,3","1,1,0,0","0,0,0,0",VALIDATED,MAGI2 antisense RNA 3;ENST00000414797;MAGI2 antisense RNA 3 (non-protein coding);HSALNG0059170;MAGI2-AS3;NONHSAG048073.2
MAGI2-AS3,Non Small Cell Lung Cancer,qPCR,down-regulated,29922089,,4,"NR_038343.2, NR_038344.1, NR_038345.1, NR_038346.1","22, 9, 2, 3","21,8,2,3","1,1,0,0","0,0,0,0",VALIDATED,MAGI2 antisense RNA 3;ENST00000414797;MAGI2 antisense RNA 3 (non-protein coding);HSALNG0059170;MAGI2-AS3;NONHSAG048073.2
MAGI2-AS3,Non Small Cell Lung Cancer,qPCR,down-regulated,31539127,,4,"NR_038343.2, NR_038344.1, NR_038345.1, NR_038346.1","22, 9, 2, 3","21,8,2,3","1,1,0,0","0,0,0,0",VALIDATED,MAGI2 antisense RNA 3;ENST00000414797;MAGI2 antisense RNA 3 (non-protein coding);HSALNG0059170;MAGI2-AS3;NONHSAG048073.2
MAGI2-AS3,Non Small Cell Lung Cancer,"qRT-PCR, Western blot",down-regulated,31910343,,4,"NR_038343.2, NR_038344.1, NR_038345.1, NR_038346.1","22, 9, 2, 3","21,8,2,3","1,1,0,0","0,0,0,0",VALIDATED,MAGI2 antisense RNA 3;ENST00000414797;MAGI2 antisense RNA 3 (non-protein coding);HSALNG0059170;MAGI2-AS3;NONHSAG048073.2
MAGI2-AS3,Non Small Cell Lung Cancer,"qPCR, etc.",down-regulated,29922089,,4,"NR_038343.2, NR_038344.1, NR_038345.1, NR_038346.1","22, 9, 2, 3","21,8,2,3","1,1,0,0","0,0,0,0",VALIDATED,MAGI2 antisense RNA 3;ENST00000414797;MAGI2 antisense RNA 3 (non-protein coding);HSALNG0059170;MAGI2-AS3;NONHSAG048073.2
MALAT1,Non Small Cell Lung Cancer,"qRT-PCR, Western blot",up-regulated,32141554,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Lung Adenocarcinoma,"qPCR, Western blot, in vitro knockdown, RIP",up-regulated,29928414,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Non Small Cell Lung Cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown",up-regulated,29916897,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Non Small Cell Lung Cancer,qPCR,up-regulated,29805668,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Non Small Cell Lung Cancer,"qPCR, Western blot, Luciferase reporter assay, RIP",up-regulated,29782349,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Non Small Cell Lung Cancer,qPCR,up-regulated,30841025,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Lung Adenocarcinoma,"RT-qPCR, Western blot",up-regulated,31933847,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Non Small Cell Lung Cancer,"qRT-PCR, Western blot assay, Dual luciferase reporter gene assay, RIP",up-regulated,31863664,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Lung Cancer,"qRT-PCR , Luciferase reporter assay , Western blot etc.",up-regulated,31133357,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Lung Cancer,qPCR,down-regulated,30026840,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Non Small Cell Lung Cancer,"qPCR, Western blot, Luciferase reporter assay, RNAi, other",up-regulated,30250547,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Non Small Cell Lung Cancer,"qPCR, Western blot, Luciferase reporter assay",up-regulated,31240979,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Non Small Cell Lung Cancer,qPCR etc.,down-regulated,26946307,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Lung Adenocarcinoma,qPCR,up-regulated,26139386,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Lung Cancer,qPCR etc.,down-regulated,26137228,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Lung Adenocarcinoma,"qPCR, Western blot, RIP, Luciferase reporter assayin vitro knockdown etc.",up-regulated,29575609,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Lung Adenocarcinoma,qPCR etc.,differential expression,20937273,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Lung Adenocarcinoma,"qPCR, Western blot, RIP, Luciferase reporter assay etc.",up-regulated,27294002,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Lung Cancer,Western blot etc.,up-regulated,29505924,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Lung Cancer,qPCR etc.,up-regulated,29731641,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
MALAT1,Lung Cancer,"RNAi, qPCR etc.",up-regulated,28615056,Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047
