LncRNA name,Cancer name,Methods,Expression pattern,Pubmed ID,Remarks,No. of Transcript variants,NCBI Reference Number,Total No. of PQS,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS,RefSeq status,aka
LINC00162,Gastric Cancer,qPCR,up-regulated,30914798,"Also Known As: NLC1C; NLC1-C; PRED74; 
C21orf113; LINC00162; NCRNA00162",1,NR_024089.2,10,9,1,0,VALIDATED,NLC1C; NLC1-C; PRED74; C21orf113; LINC00162; NCRNA00162
LINC00165,Gastric Cancer,"qPCR, Luciferase reporter assay, RIP, other",up-regulated,30448060,"Also Known As: NLC1B; NLC1-B; C21orf135; 
NCRNA00165",1,NR_170266.1,7,7,0,0,VALIDATED,NLC1B; NLC1-B; C21orf135; NCRNA00165
LINC00261,Gastric Cancer,"qPCR, Western blot etc.",down-regulated,27878953,Also Known As: ALIEN; DEANR1; FALCOR; HCCDR1; C20orf56; NCRNA00261; TCONS_00027846; onco-lncRNA-17,1,NR_001558.3,31,31,0,0,REVIEWED,ALIEN; DEANR1; FALCOR; HCCDR1; C20orf56; NCRNA00261; TCONS_00027846; onco-lncRNA-17
LINC00261,Gastric Cancer,"qPCR, RNAi, Western blot, Cell proliferation assay etc.",down-regulated,27439973,Also Known As: ALIEN; DEANR1; FALCOR; HCCDR1; C20orf56; NCRNA00261; TCONS_00027846; onco-lncRNA-17,1,NR_001558.3,31,31,0,0,REVIEWED,ALIEN; DEANR1; FALCOR; HCCDR1; C20orf56; NCRNA00261; TCONS_00027846; onco-lncRNA-17
LINC00261,Gastric Cancer,"Microarray, qPCR etc.",down-regulated,26237576,Also Known As: ALIEN; DEANR1; FALCOR; HCCDR1; C20orf56; NCRNA00261; TCONS_00027846; onco-lncRNA-17,1,NR_001558.3,31,31,0,0,REVIEWED,ALIEN; DEANR1; FALCOR; HCCDR1; C20orf56; NCRNA00261; TCONS_00027846; onco-lncRNA-17
LINC00324,Gastric Cancer,"qPCR, Western blot, in vitro knockdown, RIP",up-regulated,29915327,Also Known As: BLACAT1; LINC00912; linc-UBC1; onco-lncRNA-30,1,NR_103783.1,21,21,0,0,VALIDATED,long intergenic non-protein coding RNA 324;FLJ34790;MGC104931;chromosome 17 open reading frame 44;non-protein coding RNA 324;C17orf44;NCRNA00324;LINC00324;HSALNG0114408;NONHSAG020759.2;HSALNG0114404
LINC00324,Gastric Cancer,"qPCR, Western blot, RIP, etc.",up-regulated,29915327,Also Known As: BLACAT1; LINC00912; linc-UBC1; onco-lncRNA-30,1,NR_103783.1,21,21,0,0,VALIDATED,long intergenic non-protein coding RNA 324;FLJ34790;MGC104931;chromosome 17 open reading frame 44;non-protein coding RNA 324;C17orf44;NCRNA00324;LINC00324;HSALNG0114408;NONHSAG020759.2;HSALNG0114404
LINC00337,Gastric Cancer,"qPCR, RIP, Western blot, in vitro knockdown",up-regulated,31217892,Also Known As: C1orf211; NCRNA00337,1,NR_103534.1,17,17,0,0,VALIDATED,C1orf211; LINC00337; NCRNA00337
"LINC00346",Gastric Cancer,Microarray,up-regulated,30770877,Also Known As: C13orf29; LINC00346; NCRNA00346,1 (PRECSIT),PRECSIT (NR_027701.1),,45,7,0,VALIDATED (PRECSIT),C13orf29; LINC00346; NCRNA00346; PRECSIT
LINC00365,Gastric Cancer,qPCR,down-regulated,32095083,,1,NR_046998.1,15,15,0,0,VALIDATED,long intergenic non-protein coding RNA 365;NONHSAG013141.2;LINC00365;HSALNG0096092
LINC00441,Gastric Cancer,"qPCR, Western blot, in vitro knockdown, RIP, etc.",up-regulated,30680063,Also Known As: LINC00441; ncRNA-RB1,1,NR_046414.2,10,8,2,0,VALIDATED,LINC00441; ncRNA-RB1
LINC00460,Gastric Cancer,"qRT-PCR, Western blot",up-regulated,32059342,,2,"NR_034119.2, NR_163477.1","4, 4","4,4","0,0","0,0",VALIDATED,long intergenic non-protein coding RNA 460;HSALNG0099182;NONHSAG014130.2;LINC00460
LINC00460,Gastric Cancer,"qPCR, Western blot, Luciferase reporter assay, RIP, other",up-regulated,30323616,,2,"NR_034119.2, NR_163477.1","4, 4","4,4","0,0","0,0",VALIDATED,long intergenic non-protein coding RNA 460;HSALNG0099182;NONHSAG014130.2;LINC00460
LINC00470,Gastric Cancer,"qRT-PCR, RIP",up-regulated,31711642,Also Known As: C18orf2,4,"NR_023925.1, NR_023926.1,
NR_023927.1, NR_110327.1","7,7,7,7","7,7,7,7","0,0,0,0","0,0,0,0",VALIDATED,C18orf2
LINC00472,Gastric Cancer,qRT-PCR etc.,down-regulated,31570433,"Also Known As: P53RRA; C6orf155

PQS 1 obtained in 4th variant when search parameter was set to Min G-Group Size: 2 was replaced by another PQS of same score (by shifting G-Group/Quartet frame) when search parameter was set to Min G-Group Size: 3.
For further consideration, PQS when search parameter was set to Min G-Group Size: 3 was taken.",4,"NR_121612.1, NR_026807.2, NR_121613.1, NR_121614.1","43, 43, 42, 43","41,41,40,41","2,2,2,2","0,0,0,0",VALIDATED,P53RRA; C6orf155
LINC00473,Gastric Cancer,"qPCR, Western blot",up-regulated,30071345,Also Known As: LNC473; C6orf176; bA142J11.1,2,"NR_026860.1, NR_026861.1","12, 5","12,5","0,0","0,0",VALIDATED,LNC473; C6orf176; bA142J11.1
LINC00477?,Gastric Cancer,"RT-PCR , RIP , RNAi etc.",down-regulated,31191018,Also Known As: FAM191B; C12orf67,1,NR_029451.2,11,11,0,0,VALIDATED,FAM191B; C12orf67
LINC00511,Gastric Cancer,"RT-PCR, Western blot",up-regulated,32042282,Also Known As: LCAL5; onco-lncRNA-12,1,NR_033876.1,18,16,2,0,VALIDATED,LCAL5; onco-lncRNA-12
LINC00511,Gastric Cancer,"qPCR, Western blot, Luciferase reporter assay, RIP etc.",up-regulated,32368318,Also Known As: LCAL5; onco-lncRNA-12,1,NR_033876.1,18,16,2,0,VALIDATED,LCAL5; onco-lncRNA-12
LINC00511,Gastric Cancer,"qRT-PCR, Western blot, RIP, Luciferase reporter assay",up-regulated,31889903,Also Known As: LCAL5; onco-lncRNA-12,1,NR_033876.1,18,16,2,0,VALIDATED,LCAL5; onco-lncRNA-12
LINC00565,Gastric Cancer,"qRT-PCR, Western blotting, in vitro knockdown, RIP etc.",up-regulated,31576144,,1,NR_047495.1,26,25,1,0,VALIDATED,long intergenic non-protein coding RNA 565;HSALNG0099639;NONHSAG014298.2;LINC00565
LINC00619,Gastric Cancer,"qPCR, Western blot etc.",down-regulated,32359894,Also Known As: C10orf136; bA168P8.1,1,NR_033923.1,3,2,1,0,VALIDATED,C10orf136; bA168P8.1
LINC00628,Gastric Cancer,"Microarray, qPCR, Western blot, ChIP etc.",down-regulated,27272474,,1,NR_027022.1,12,11,1,0,VALIDATED,long intergenic non-protein coding RNA 628;HSALNG0009871;LINC00628;NONHSAG004026.2
LINC00629,Gastric Cancer,"Microarray, Dual luciferase reporter gene assay, Western blot analysis, RIP, RT-qPCR",down-regulated,31674022,"Also Known As: LINC00629A; LINC00629B; 
LINC00629C; LINC00629D",1,NR_038998.1,4,4,0,0,VALIDATED,LINC00629A; LINC00629B; LINC00629C; LINC00629D
LINC00662,Gastric Cancer,"qPCR, Western blot, Luciferase reporter assay, other",up-regulated,30297104,,1,NR_027301.1,6,5,1,0,VALIDATED,long intergenic non-protein coding RNA 662;CTC-459F4.2;LINC00662;HSALNG0125113;NONHSAG025376.2;NONHSAG025379.2
LINC00663,Gastric Cancer,qPCR etc.,down-regulated,26743782,,1,NR_026956.1,22,22,0,0,VALIDATED,long intergenic non-protein coding RNA 663;MGC39821;CTC-559E9.1;LINC00663;NONHSAG025200.2;HSALNG0124755
LINC00665,Gastric Cancer,"RT-PCR, Western blot",down-regulated,31736127,,2,"NR_038278.1, NR_038279.1","16, 8","15,7","1,1","0,0",VALIDATED,CIP2A-BP
LINC00665,Gastric Cancer,"qRT-PCR, Western blot, Luciferase reporter assay",up-regulated,31695413,,2,"NR_038278.1, NR_038279.1","16, 8","15,7","1,1","0,0",VALIDATED,CIP2A-BP
LINC00668,Gastric Cancer,"qPCR, Western blot, RIP, Luciferase reporter assay etc.",up-regulated,27036039,,1,NR_034100.1,15,13,2,0,VALIDATED,long intergenic non-protein coding RNA 668;HSALNG0119819;NONHSAG023287.2;LINC00668
LINC00673,Gastric Cancer,"qRT-PCR , Luciferase reporter assay etc.",down-regulated,31118802,Also known asSLNCR; SLNCR1; ERRLR01; HILNC75; LUCAIR1; HI-LNC75,5,"NR_137281.2, NR_137280.2, NR_036488.1, NR_152515.1, NR_152516.1","26, 25, 23, 23, 27","24,23,22,22,25","2,2,1,1,2","0,0,0,0,0",VALIDATED,SLNCR; SLNCR1; ERRLR01; HILNC75; LUCAIR1; HI-LNC75
LINC00673,Gastric Cancer,"qPCR, Western blot, RIP etc.",down-regulated,29221147,Also known asSLNCR; SLNCR1; ERRLR01; HILNC75; LUCAIR1; HI-LNC75,5,"NR_137281.2, NR_137280.2, NR_036488.1, NR_152515.1, NR_152516.1","26, 25, 23, 23, 27","24,23,22,22,25","2,2,1,1,2","0,0,0,0,0",VALIDATED,SLNCR; SLNCR1; ERRLR01; HILNC75; LUCAIR1; HI-LNC75
LINC00673,Gastric Cancer,"Microarray, qPCR, RNAi, Western blot, RIP, ChIP, Luciferase reporter assay, Cell proliferation assay etc.",up-regulated,28214253,Also known asSLNCR; SLNCR1; ERRLR01; HILNC75; LUCAIR1; HI-LNC75,5,"NR_137281.2, NR_137280.2, NR_036488.1, NR_152515.1, NR_152516.1","26, 25, 23, 23, 27","24,23,22,22,25","2,2,1,1,2","0,0,0,0,0",VALIDATED,SLNCR; SLNCR1; ERRLR01; HILNC75; LUCAIR1; HI-LNC75
LINC00682,Gastric Cancer,"qPCR, luciferase reporter assay, Western blotting",down-regulated,31822638,,1,NR_104143.1,15,13,2,0,VALIDATED,long intergenic non-protein coding RNA 682;HSALNG0034072;LINC00682;NONHSAG037830.2
LINC00691,Gastric Cancer,"qPCR, Western blot, Luciferase reporter assay etc",up-regulated,32330554,,1,NR_026834.1,13,12,1,0,PREDICTED,long intergenic non-protein coding RNA 691;HSALNG0024708;NONHSAG034611.2;LINC00691
LINC00703,Gastric Cancer,"qRT-PCR, RIP, Western blot analysis",down-regulated,31897348,,3,"NR_108054.1, NR_108055.1,
NR_108056.1","10,9,9","10,9,9","0,0,0","0,0,0",VALIDATED,long intergenic non-protein coding RNA 703;NONHSAG005067.2;HSALNG0075785;LINC00703
LINC00707,Gastric Cancer,"qPCR, Western blot, in vitro knockdown, RIP, etc.",up-regulated,30502359,,1,NR_038291.1,8,8,0,0,VALIDATED,long intergenic non-protein coding RNA 707;NONHSAG005153.2;LINC00707;HSALNG0075982;lnc-PFKFB3-4
LINC00857,Gastric Cancer,"Microarray, qPCR, Western blot, Luciferase reporter assay",up-regulated,30008909,Also Known As: HUMT,1,NR_038464.1,12,12,0,0,VALIDATED,HUMT
LINC00857,Gastric Cancer,"Microarray, qPCR etc.",up-regulated,28042329,Also Known As: HUMT,1,NR_038464.1,12,12,0,0,VALIDATED,HUMT
LINC00857,Gastric Cancer,"qRT-PCR, Western blot analysis",up-regulated,30008909,Also Known As: HUMT,1,NR_038464.1,12,12,0,0,VALIDATED,HUMT
LINC00858,Gastric Cancer,qRT-PCR,up-regulated,32119160,Also Known As: CRCAL-2,1,NR_038220.1,10,10,0,0,VALIDATED,CRCAL-2
LINC00941,Gastric Cancer,qPCR,differential expression,30723491,Also Known As: lncRNA-MUF,1,NR_040245.1,10,9,1,0,VALIDATED,lncRNA-MUF
LINC00941,Gastric Cancer,qPCR etc.,up-regulated,29653230,Also Known As: lncRNA-MUF,1,NR_040245.1,10,9,1,0,VALIDATED,lncRNA-MUF
LINC00958,Gastric Cancer,qPCR,up-regulated,30720167,"Also Known As: BLACAT2: LINC00958. Some (older) bladder associated transcript 2 variant 1, 2 and 3 lncRNA ""lncRNA"" ncRNA (complete sequence-MF435912.1, MF435913.1 and MF435914.1 respectively) with PQS- 4, 4, 5 respectively, were also there in result.",1,NR_038904.1,10,10,0,0,VALIDATED,BLACAT2
LINC00974,Gastric Cancer,"qPCR , Western blot etc.",up-regulated,31596614,,1,NR_038442.1,12,12,0,0,VALIDATED,long intergenic non-protein coding RNA 974;NONHSAG021780.2;LINC00974;HSALNG0141637
LINC00978,Gastric Cancer,"Luciferase reporter assay, RIP, qPCR, Western blot, other",up-regulated,30452981,"Also Known As: AGD2; MORRBID; LINC00978; 
MIR4435-1HG; lncRNA-AWPPH",8,"NR_015395.2, NR_024373.2,
NR_136161.1, NR_136162.1, 
NR_136163.1, NR_136164.1,
NR_136165.1, NR_136166.1","23,5,10,24,15,10,8,21","23,5,10,24,15,10,8,21","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0",VALIDATED,AGD2; MORRBID; LINC00978; MIR4435-1HG; lncRNA-AWPPH
LINC00978,Gastric Cancer,"Microarray, qRT-PCR, Western blot",up-regulated,29271006,"Also Known As: AGD2; MORRBID; LINC00978; 
MIR4435-1HG; lncRNA-AWPPH",8,"NR_015395.2, NR_024373.2,
NR_136161.1, NR_136162.1, 
NR_136163.1, NR_136164.1,
NR_136165.1, NR_136166.1","23,5,10,24,15,10,8,21","23,5,10,24,15,10,8,21","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0",VALIDATED,AGD2; MORRBID; LINC00978; MIR4435-1HG; lncRNA-AWPPH
LINC00982,Gastric Cancer,"qPCR, RNAi, Western blot, RIP, Luciferase reporter assay etc.",down-regulated,26334618,Also Known As: LINC00982; lnc-dPrdm16,2,"NR_015440.1, NR_024371.1","46,9","37,9","7,0","2,0",VALIDATED,LINC00982; lnc-dPrdm16
LINC00994,Gastric Cancer,qRT-PCR,up-regulated,31737214,,1,NR_033978.1,15,14,1,0,VALIDATED,long intergenic non-protein coding RNA 994;HSALNG0026562;LINC00994;NONHSAG035323.2
LINC01006,Gastric Cancer,other,down-regulated,29060927,Also Known As: MY040; C7orf13,2,"NR_026865.2, NR_103858.1","30,6","28,6","2,0","0,0",VALIDATED,MY040; C7orf13; LINC01006
LINC01071,Gastric Cancer,"Microarray, qPCR etc.",down-regulated,26718650,Also Known As: LINC01071; XLOC_010588,1,NR_104174.1,9,9,0,0,VALIDATED,LINC01071; XLOC_010588
LINC01133,Gastric Cancer,"qPCR, Luciferase assay",down-regulated,30134915,,1,NR_038849.1,7,7,0,0,VALIDATED,long intergenic non-protein coding RNA 1133;lncRNA-PAGBC;prognosis-associated gallbladder cancer lncRNA;LINC01133;HSALNG0007801;NONHSAG003198.2
"LINC01225",Gastric Cancer,"qPCR, Western blot, in vitro knockdown, etc.",up-regulated,31460694,Also Known As: LINC01225; LDC1P,1 (LDC1P),LDC1P (NR_034112.2),,22,0,0,VALIDATED (LDC1P),LINC01225; LDC1P
LINC01234,Gastric Cancer,qRT-PCR,up-regulated,32011780,Also Known As: LCAL84; onco-lncRNA-32,2,"NR_110026.1, NR_110025.1","8, 9","7,8","1,1","0,0",VALIDATED,LCAL84; onco-lncRNA-32
LINC01234,Gastric Cancer,"qPCR, Western blot, Luciferase reporter assay, RIP etc.",up-regulated,29386218,Also Known As: LCAL84; onco-lncRNA-32,2,"NR_110026.1, NR_110025.1","8, 9","7,8","1,1","0,0",VALIDATED,LCAL84; onco-lncRNA-32
LINC01272,Gastric Cancer,"qPCR, Western blot, RNAi etc.",up-regulated,32368096,Also Known As: GCRL1; SMIM25; PELATON,2,"NR_170991.1, NR_170992.1
","16,16","16,16","0,0","0,0",VALIDATED,GCRL1; SMIM25; LINC01272
"LINC01296",Gastric Cancer,"qPCR, Western blot",up-regulated,29091895,"Also Known As: DUXAP9; LNMAT1; LINC01296; LncRNA-CTD903 (Gene Cards)

Homo sapiens double homeobox A pseudogene 9 (DUXAP9), transcript variant 1 and 2, non-coding RNA (NR_122111.1 and NR_122112.1)

transcribed RNA-misc_RNA (mentioned as lncRNA in title of papers; PubMed - 31522796 and others) (NR_122111.1 and NR_122112.1)

Gene type - pseudo",2 (DUXAP9),"DUXAP9 (NR_122111.1, NR_122112.1)","19, 9 (DUXAP9)","19,9","0,0","0,0",VALIDATED (DUXAP9),LNMAT1; LINC01296; DUXAP9
LINC01303,Gastric Cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP, etc.",up-regulated,31497936,,2,"NR_110416.1, NR_110417.1","37,1","33,1","4,0","0,0",VALIDATED,long intergenic non-protein coding RNA 1303;LINC01303;NONHSAG015176.2;HSALNG0101771
LINC01419,Gastric Cancer,"qRT-PCR, Western blotting etc.",down-regulated,31579114,Also Known As: LVCAT7; TCONS_00014497,1,NR_122034.1,3,3,0,0,VALIDATED,PRLH1; LVCAT7; TCONS_00014497
LINC01436,Gastric Cancer,"qRT-PCR, Luciferase assay, RIP, Western blot",up-regulated,31829474,,1,NR_110419.1,9,9,0,0,VALIDATED,long intergenic non-protein coding RNA 1436;AP000688.8;HSALNG0132900;NONHSAG032761.2;LINC01436
LINC01503,Gastric Cancer,qPCR etc,up-regulated,32207034,,2,"NR_120685.1, NR_120686.1","6,6","5,5","1,1","0,0",VALIDATED,long intergenic non-protein coding RNA 1503;lnc-PPP2R4-5;RP11-65J3.1;hCG2021613;HSALNG0074718;LINC01503;NONHSAG053577.2
LINC01606,Gastric Cancer,"qPCR, Western blot",up-regulated,30142387,,1,NR_038235.2,7,6,1,0,VALIDATED,long intergenic non-protein coding RNA 1606;TCONS_l2_00027778;NONHSAG050292.2;HSALNG0065513;LINC01606;HSALNG0065515;NONHSAG050294.2;lnc-FAM110B-13
LINC01793,Gastric Cancer,"qPCR, Western blot",up-regulated,29978448,,1,NR_110219.1,4,4,0,0,VALIDATED,long intergenic non-protein coding RNA 1793;LINC01793;HSALNG0015132;NONHSAG027844.2
LINC01793,Gastric Cancer,"qRT-PCR, ect.",up-regulated,29978448,,1,NR_110219.1,4,4,0,0,VALIDATED,long intergenic non-protein coding RNA 1793;LINC01793;HSALNG0015132;NONHSAG027844.2
LINC01939,Gastric Cancer,qPCR,down-regulated,30017335,,1,NR_110179.1,6,6,0,0,VALIDATED,long intergenic non-protein coding RNA 1939;HSALNG0012435;NONHSAG026794.2;LINC01939
LINC01939,Gastric Cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, etc.",down-regulated,30683847,,1,NR_110179.1,6,6,0,0,VALIDATED,long intergenic non-protein coding RNA 1939;HSALNG0012435;NONHSAG026794.2;LINC01939
LINC02407,Gastric Cancer,"qRT-PCR, luciferase reporter assay, Western blot analysis",up-regulated,31660034,Also Known As: LINC02407; lncRNA-OG,1,NR_146531.1,8,8,0,0,VALIDATED,LINC02407; lncRNA-OG
LINC02465,Gastric Cancer,"qPCR, Western blot, in vitro knockdown, etc.",up-regulated,30632400,,1,NR_151713.1,10,10,0,0,VALIDATED,long intergenic non-protein coding RNA 2465;HSALNG0037148;NONHSAG038869.2;LINC02465
LINC02532,Gastric Cancer,"qPCR, RNA-seq",up-regulated,30788037,,3,"NR_033557.2, NR_147986.1, 
NR_147987.1","12,7,6","12,7,6","0,0,0","0,0,0",VALIDATED,long intergenic non-protein coding RNA 2532;HSALNG0052479;LINC02532;NONHSAG044512.2;HSALNG0052482
LINCRNA-p21,Gastric Cancer,"qPCR, Western blot, etc.",down-regulated,30484893,"Also Known As: linc-p21; TRP53COR1; lincRNA-p21

Some (older) hLincRNA-p21_SIsoE1 lncRNA and LIsoE2 lncRNA (TP53COR1); ""lncRNA"" ncRNA (complete sequence-KU881769.1 and KU881768.1 respectively; note=""tumor protein p53 pathway corepressor 1 transcript variant SIsoE1 and LIsoE2"") were there in result.

Complement mentioned in gene, ncRNA, exon, repeat region feature details.

Annotation information: not in current annotation release.
",2 [TP53COR1 (hLincRNA-p21_SIsoE1 and hLincRNA-p21_LIsoE2)],"TP53COR1 (older) (hLincRNA-p21_SIsoE1 and hLincRNA-p21_LIsoE2) (KU881769.1, KU881768.1 respectively)","18, 19 [TP53COR1 (hLincRNA-p21_SIsoE1 and hLincRNA-p21_LIsoE2)]",,,,,
LINCRNA-p21,Gastric Cancer,"qPCR, Western blot etc.",down-regulated,28969031,"Also Known As: linc-p21; TRP53COR1; lincRNA-p21

Some (older) hLincRNA-p21_SIsoE1 lncRNA and LIsoE2 lncRNA (TP53COR1); ""lncRNA"" ncRNA (complete sequence-KU881769.1 and KU881768.1 respectively; note=""tumor protein p53 pathway corepressor 1 transcript variant SIsoE1 and LIsoE2"") were there in result.

Complement mentioned in gene, ncRNA, exon, repeat region feature details.

Annotation information: not in current annotation release.
",2 [TP53COR1 (hLincRNA-p21_SIsoE1 and hLincRNA-p21_LIsoE2)],"TP53COR1 (older) (hLincRNA-p21_SIsoE1 and hLincRNA-p21_LIsoE2) (KU881769.1, KU881768.1 respectively)","18, 19 [TP53COR1 (hLincRNA-p21_SIsoE1 and hLincRNA-p21_LIsoE2)]",,,,,
LINP1,Gastric Cancer,"RT-PCR, Western blot analysis",up-regulated,31957826,,1,NR_138480.1,7,5,2,0,VALIDATED,lncRNA in non-homologous end joining pathway 1;lncRNA in nonhomologous end joining (NHEJ) pathway 1;lncRNA in nonhomologous end joining pathway 1;LINP1;NONHSAG005150.2;HSALNG0075977;HSALNG0075974
"lnc01614",Gastric Cancer,"qPCR, Western blot, in vitro knockdown etc.",up-regulated,29565488,"Also Known As: LCAL4, LINC01614, lnc01614",1 (LINC01614),LINC01614 (NR_132383.1),,12,0,0,VALIDATED (LINC01614),LCAL4; LINC01614
lncRNA-AP001631.9,Gastric Cancer,"qPCR, RNAi etc.",up-regulated,26261500,,1,NR_133677.1,4,4,0,0,VALIDATED,
lncRNA-ATB,Gastric Cancer,"qPCR, RNAi etc.",down-regulated,29657927,,1,NR_160525.1,17,16,1,0,VALIDATED,
lncRNA-ATB,Gastric Cancer,"qPCR, Cell transfection, Western blot, Luciferase reporter assay, Flow cytometry assay, Cell proliferation assay etc.",up-regulated,28115163,,1,NR_160525.1,17,16,1,0,VALIDATED,
lncRNA-ATB,Gastric Cancer,qPCR etc.,differential expression,25986864,,1,NR_160525.1,17,16,1,0,VALIDATED,
lncRNA-ATB,Gastric Cancer,"qPCR, RNAi",up-regulated,29257203,,1,NR_160525.1,17,16,1,0,VALIDATED,
lncRNA-LET,Gastric Cancer,"qPCR, Western blot, RIP etc.",down-regulated,28951520,,1,NR_103844.1,13,13,0,0,VALIDATED,lncRNA-LET
lncRNA-LET,Gastric Cancer,qPCR etc.,down-regulated,25674261,,1,NR_103844.1,13,13,0,0,VALIDATED,lncRNA-LET
lncRNA-LET,Gastric Cancer,"qPCR, Cell transfection, CCK-8 assay etc.",down-regulated,28260083,,1,NR_103844.1,13,13,0,0,VALIDATED,lncRNA-LET
lncRNA-NEF,Gastric Cancer,"qPCR, Western blot, in vitro knockdown, etc.",down-regulated,30664208,Also Known As: LINC01384; lncRNA-NEF,1,NR_109883.1,4,4,0,0,VALIDATED,LINC01384; lncRNA-NEF
LOC100130476,Gastric Cardia Adenocarcinoma,"qPCR, RNAi, Cell proliferation assay etc.",down-regulated,27189370,Also Known As: lnc-TNFAIP3,1,NR_049793.1,12,12,0,0,VALIDATED,lnc-TNFAIP3
LOC101927497,Gastric Cancer,"RNA-seq, qRT-PCR, in vitro knockdown",down-regulated,29223541,Also Known As: BALR-2,3,"NR_110086.1, NR_110087.1,
NR_110088.1","5,3,3","5,3,3","0,0,0","0,0,0",VALIDATED,BALR-2
LOC285194,Gastric Cancer,"qRT-PCR, Western blot",down-regulated,31991056,Refer TUSC7,,NR_015391.1,,9,0,0,VALIDATED,LSAMPAS3; LINC00902; LSAMP-AS1; LSAMP-AS3; NCRNA00295
LOC553103,Gastric Cancer,"Microarray, qPCR, RNAi, Luciferase reporter assay etc.",up-regulated,27584792,Also Known As: SLC22A5-AS1,1,NR_110997.1,13,11,2,0,VALIDATED,SLC22A5-AS1
LOC554202,Gastric Cancer,"qPCR, Western blot, etc.",up-regulated,30575909,"Also Known As: LOC554202; MIR31HG; LncHIFCAR; hsa-lnc-31

LOC554202 mentioned in title of paper (PubMed-22289355 and others) referred in MIR31HG_variants (NR_027054.2, NR_152877.1, NR_152878.1, NR_152879.1).

Aliases for MIR31HG Gene (From GeneCards database - GCID: GC09M021439)
MIR31 Host Gene
MIR31HG
MIR31 Host Gene (Non-Protein Coding)
Hsa-Lnc-31
LncHIFCAR
Long Noncoding HIF-1alpha Co-Activating RNA
Long Noncoding HIF-1I+/- Co-Activating RNA
Long Noncoding HIF-1α Co-Activating RNA
NONHSAG051889.2
HSALNG0070363
LOC554202

Alias symbols for MIR31HG (From HGNC databse - HGNC ID - HGNC:37187)
LOC554202
hsa-lnc-31
LncHIFCAR
MIR31 host gene (non-protein coding)
long noncoding HIF-1α co-activating RNA

Gene Synonyms for MIR31HG (From Ensembl database - Ensembl version - ENSG00000171889.5)
LOC554202, LncHIFCAR, hsa-lnc-31

mRNA clones (cDNA) sequences (BC021861.1 and BC011715.2) available, not for lncRNA.",4 (MIR31HG),"MIR31HG (NR_027054.2, NR_152877.1, NR_152878.1, NR_152879.1)","20, 13, 12, 19 (MIR31HG)","19,13,12,18","1,0,0,1","0,0,0,0",REVIEWED (MIR31HG),LncHIFCAR; hsa-lnc-31
LOC554202,Gastric Cancer,"qPCR, RNAi, Western blot etc.",down-regulated,26692098,"Also Known As: LOC554202; MIR31HG; LncHIFCAR; hsa-lnc-31

LOC554202 mentioned in title of paper (PubMed-22289355 and others) referred in MIR31HG_variants (NR_027054.2, NR_152877.1, NR_152878.1, NR_152879.1).

Aliases for MIR31HG Gene (From GeneCards database - GCID: GC09M021439)
MIR31 Host Gene
MIR31HG
MIR31 Host Gene (Non-Protein Coding)
Hsa-Lnc-31
LncHIFCAR
Long Noncoding HIF-1alpha Co-Activating RNA
Long Noncoding HIF-1I+/- Co-Activating RNA
Long Noncoding HIF-1α Co-Activating RNA
NONHSAG051889.2
HSALNG0070363
LOC554202

Alias symbols for MIR31HG (From HGNC databse - HGNC ID - HGNC:37187)
LOC554202
hsa-lnc-31
LncHIFCAR
MIR31 host gene (non-protein coding)
long noncoding HIF-1α co-activating RNA

Gene Synonyms for MIR31HG (From Ensembl database - Ensembl version - ENSG00000171889.5)
LOC554202, LncHIFCAR, hsa-lnc-31

mRNA clones (cDNA) sequences (BC021861.1 and BC011715.2) available, not for lncRNA.",4 (MIR31HG),"MIR31HG (NR_027054.2, NR_152877.1, NR_152878.1, NR_152879.1)","20, 13, 12, 19 (MIR31HG)","19,13,12,18","1,0,0,1","0,0,0,0",REVIEWED (MIR31HG),LncHIFCAR; hsa-lnc-31
LOXL1-AS1,Gastric Cancer,"qRT-PCR, Luciferase Reporter Assay, Western blot",up-regulated,31908498,,5,"NR_040066.1, NR_040067.1, NR_040068.1, NR_040069.1, NR_040070.1","15, 13, 11, 9, 11","12,10,11,9,10","3,3,0,0,1","0,0,0,0,0",VALIDATED,LOXL1 antisense RNA 1;LOXL1 antisense RNA 1 (non-protein coding);HSALNG0107133;LOXL1-AS1;NONHSAG017388.2;HSALNG0107136
LOXL1-AS1,Gastric Cancer,"qPCR, Western blot, Luciferase reporter assay, RIP, etc.",up-regulated,31468594,,5,"NR_040066.1, NR_040067.1, NR_040068.1, NR_040069.1, NR_040070.1","15, 13, 11, 9, 11","12,10,11,9,10","3,3,0,0,1","0,0,0,0,0",VALIDATED,LOXL1 antisense RNA 1;LOXL1 antisense RNA 1 (non-protein coding);HSALNG0107133;LOXL1-AS1;NONHSAG017388.2;HSALNG0107136
