LncRNA name,Cancer name,Methods,Expression pattern,Pubmed ID,Remarks,No. of Transcript variants,NCBI Reference Number,Total No. of PQS,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS,RefSeq status,aka,"G4 Hunter, thres:0.9 TOTAL PQS","G4 Hunter, thres:0.9 2G PQS","G4 Hunter, thres:0.9 3G PQS","G4 Hunter, thres:0.9 4G PQS","G4 Hunter, thres:1.4 TOTAL PQS","G4 Hunter, thres:1.4 2G PQS","G4 Hunter, thres:1.4 3G PQS","G4 Hunter, thres:1.4 4G PQS"
LINC-ROR,Pancreatic Cancer,"qPCR, RIP etc.",up-regulated,28580169.0,"Also Known As: ROR; lincRNA-RoR; lincRNA-ST8SIA3

Some (older) transcribed RNA, LINC-ROR variants (2-14; variant 1 not available in NCBI-NT) ""other"" ncRNA (complete sequence - _____, AB844430.1, AB844431.1, AB844432.1, AB844433.1, AB908956.1, AB932951.1, LC027885.1, LC027886.1, LC027887.1, LC027888.1, LC027889.1, LC027890.1 and LC027884.1 respectively) with PQS-___, 3, 1, 0, 0, 4, 1, 4, 13, 7, 8, 7, 2, 2 respectively were also there in result.

Sequence not available for 1st variant (older).",2,"NR_048536.2, NR_152602.1","15, 13","15,13","0,0","0,0",REVIEWED,ROR; lincRNA-RoR; lincRNA-ST8SIA3,"5,5","5,5","0,0","0,0","0,0","0,0","0,0","0,0"
LINC-ROR,Pancreatic Cancer,"Microarray, qPCR, RNAi, Western blot etc.",up-regulated,26898939.0,"Also Known As: ROR; lincRNA-RoR; lincRNA-ST8SIA3

Some (older) transcribed RNA, LINC-ROR variants (2-14; variant 1 not available in NCBI-NT) ""other"" ncRNA (complete sequence - _____, AB844430.1, AB844431.1, AB844432.1, AB844433.1, AB908956.1, AB932951.1, LC027885.1, LC027886.1, LC027887.1, LC027888.1, LC027889.1, LC027890.1 and LC027884.1 respectively) with PQS-___, 3, 1, 0, 0, 4, 1, 4, 13, 7, 8, 7, 2, 2 respectively were also there in result.

Sequence not available for 1st variant (older).",2,"NR_048536.2, NR_152602.1","15, 13","15,13","0,0","0,0",REVIEWED,ROR; lincRNA-RoR; lincRNA-ST8SIA3,"5,5","5,5","0,0","0,0","0,0","0,0","0,0","0,0"
LINC-UFC1 (LOC112543491),Pancreatic Cancer,qRT-PCR,up-regulated,31933809.0,,1,NR_156734.1,20,20,0,0,VALIDATED,linc-UFC1;NONHSAG003243.2;lnc-NIT1-1,6,6,0,0,0,0,0,0
"LINC00152",Pancreatic Cancer,"qPCR, RNAi, Western blot etc.",up-regulated,25910082.0,Also Known As: C2orf59; LINC00152; NCRNA00152; CYTOR,5 (CYTOR),"CYTOR (NR_024204.2, NR_024205.3, NR_024206.2, NR_146460.1, NR_146461.1)","4, 6, 4, 4, 3 (CYTOR)","4,6,4,4,3","0,0,0,0,0","0,0,0,0,0",REVIEWED (CYTOR),C2orf59; LINC00152; NCRNA00152; CYTOR,"1,3,1,0,1","1,3,1,0,1","0,0,0,0,0","0,0,0,0,0","0,0,0,0,0","0,0,0,0,0","0,0,0,0,0","0,0,0,0,0"
"LINC00152",Pancreatic Ductal Adenocarcinoma,"Microarray, qPCR, RNAi, MTT assay etc.",up-regulated,28220683.0,Also Known As: C2orf59; LINC00152; NCRNA00152; CYTOR,5 (CYTOR),"CYTOR (NR_024204.2, NR_024205.3, NR_024206.2, NR_146460.1, NR_146461.1)","4, 6, 4, 4, 3 (CYTOR)","4,6,4,4,3","0,0,0,0,0","0,0,0,0,0",REVIEWED (CYTOR),C2orf59; LINC00152; NCRNA00152; CYTOR,"1,3,1,0,1","1,3,1,0,1","0,0,0,0,0","0,0,0,0,0","0,0,0,0,0","0,0,0,0,0","0,0,0,0,0","0,0,0,0,0"
LINC00162,Pancreatic Ductal Adenocarcinoma,"RNA-seq, in vitro knockdown etc",up-regulated,32364285.0,Also known as : NLC1C; NLC1-C; PRED74; C21orf113; LINC00162; NCRNA00162,1,NR_024089.2,10,9,1,0,VALIDATED,NLC1C; NLC1-C; PRED74; C21orf113; LINC00162; NCRNA00162,5,4,1,0,0,0,0,0
LINC00226,Pancreatic Ductal Adenocarcinoma,"Microarray, qPCR etc.",down-regulated,28220683.0,"Also known as: C14orf97, NCRNA00226",1,NR_033375.2,5,5,0,0,VALIDATED,C14orf97; NCRNA00226,2,2,0,0,0,0,0,0
LINC00261,Pancreatic Cancer,"qPCR, other",down-regulated,30210701.0,Also Known As: ALIEN; DEANR1; FALCOR; HCCDR1; C20orf56; NCRNA00261; TCONS_00027846; onco-lncRNA-17,1,NR_001558.3,31,31,0,0,REVIEWED,ALIEN; DEANR1; FALCOR; HCCDR1; C20orf56; NCRNA00261; TCONS_00027846; onco-lncRNA-17,14,14,0,0,0,0,0,0
LINC00261,Pancreatic Cancer,"qPCR, RNAi, Western blot etc.",down-regulated,25910082.0,Also Known As: ALIEN; DEANR1; FALCOR; HCCDR1; C20orf56; NCRNA00261; TCONS_00027846; onco-lncRNA-17,1,NR_001558.3,31,31,0,0,REVIEWED,ALIEN; DEANR1; FALCOR; HCCDR1; C20orf56; NCRNA00261; TCONS_00027846; onco-lncRNA-17,14,14,0,0,0,0,0,0
LINC00346,Pancreatic Cancer,"qPCR, Luciferase reporter assay, RIP, Western blot",up-regulated,30728036.0,"Also known as
C13orf29; LINC00346; NCRNA00346",1,NR_027701.1,52,45,7,0,VALIDATED,C13orf29; LINC00346; NCRNA00346,31,28,3,0,11,10,1,0
LINC00346,Pancreatic Cancer,"qPCR, other",up-regulated,30210701.0,"Also known as
C13orf29; LINC00346; NCRNA00346",1,NR_027701.1,52,45,7,0,VALIDATED,C13orf29; LINC00346; NCRNA00346,31,28,3,0,11,10,1,0
LINC00346,Pancreatic Ductal Adenocarcinoma,"qPCR, Western blot, Luciferase reporter assay, RIP",up-regulated,31391552.0,"Also known as
C13orf29; LINC00346; NCRNA00346",1,NR_027701.1,52,45,7,0,VALIDATED,C13orf29; LINC00346; NCRNA00346,31,28,3,0,11,10,1,0
LINC00462,Pancreatic Cancer,"qPCR, Western blot, in vitro knockdown",up-regulated,29899418.0,-,1,NR_051983.1,7,7,0,0,VALIDATED,long intergenic non-protein coding RNA 462;NONHSAG013485.2;HSALNG0097004;LINC00462,3,3,0,0,0,0,0,0
LINC00462,Pancreatic Cancer,"qPCR, Western blot, etc.",up-regulated,29899418.0,-,1,NR_051983.1,7,7,0,0,VALIDATED,long intergenic non-protein coding RNA 462;NONHSAG013485.2;HSALNG0097004;LINC00462,3,3,0,0,0,0,0,0
LINC00472,Intraductal Papillary Mucinous Neoplasms Of The Pancreas,qPCR etc.,differential expression,28874676.0,"Also Known As: P53RRA; C6orf155

PQS 1 obtained in 4th variant when search parameter was set to Min G-Group Size: 2 was replaced by another PQS of same score (by shifting G-Group/Quartet frame) when search parameter was set to Min G-Group Size: 3.
For further consideration, PQS when search parameter was set to Min G-Group Size: 3 was taken.",4,"NR_121612.1, NR_026807.2, NR_121613.1, NR_121614.1","43, 43, 42, 43","41,41,40,41","2,2,2,2","0,0,0,0",VALIDATED,P53RRA; C6orf155,"16,16,16,16","16,16,16,16","0,0,0,0","0,0,0,0","4,4,4,4","4,4,4,4","0,0,0,0","0,0,0,0"
LINC00473,Pancreatic Cancer,"qPCR, Western blot, Luciferase reporter assay, RIP",up-regulated,31206665.0,Also Known As: LNC473; C6orf176; bA142J11.1,2,"NR_026860.1, NR_026861.1","12, 5","12,5","0,0","0,0",VALIDATED,LNC473; C6orf176; bA142J11.1,"1,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0"
LINC00511,Pancreatic Ductal Adenocarcinoma,"qPCR, Luciferase reporter assay, Western blot, RIP",up-regulated,28984028.0,Also Known As: LCAL5; onco-lncRNA-12,1,NR_033876.1,18,16,2,0,VALIDATED,LCAL5; onco-lncRNA-12,7,6,1,0,2,2,0,0
LINC00578,Pancreatic Cancer,"qPCR, other",up-regulated,30210701.0,-,11,NR_047568.1 ,11,11,0,0,VALIDATED,long intergenic non-protein coding RNA 578;HSALNG0030884;NONHSAG036724.2;NONHSAG036729.2;LINC00578;NONHSAG036727.2;lnc-KCNMB2-3,1,1,0,0,0,0,0,0
"LINC00657",Pancreatic Ductal Adenocarcinoma,"RT-qPCR, Western blot",up-regulated,32116086.0,Also Known As: LINC00657; NORAD,1 (NORAD),NORAD (NR_027451.1),30 (NORAD),25,5,0,VALIDATED (NORAD),LINC00657; NORAD,19,13,6,0,6,4,2,0
LINC00663,Pancreatic Cancer,qPCR etc.,down-regulated,26743782.0,-,1,NR_026956.1,22,22,0,0,VALIDATED,long intergenic non-protein coding RNA 663;MGC39821;CTC-559E9.1;LINC00663;NONHSAG025200.2;HSALNG0124755,8,8,0,0,1,1,0,0
LINC00671,Pancreatic Cancer,"qPCR, other",down-regulated,30210701.0,-,1,NR_027254.1,16,13,3,0,VALIDATED,long intergenic non-protein coding RNA 671;LINC00671;HSALNG0116587;NONHSAG021862.2,10,10,0,0,1,1,0,0
"lncRNA00673",Pancreatic Cancer,"qPCR, other",up-regulated,30210701.0,Also Known As: lncRNA00673; LINC00673 [mentioned in qRT-PCR primers table in paper for lncRNA00673 (PubMed-29077173)]; SLNCR; SLNCR1; ERRLR01; HILNC75; LUCAIR1; HI-LNC75,5 (LINC00673),"LINC00673 (NR_137281.2, NR_137280.2, NR_036488.1, NR_152515.1, NR_152516.1)","26, 25, 23, 23, 27 (LINC00673)","24,23,22,22,25","2,2,1,1,2","0,0,0,0,0",REVIEWED (LINC00673),SLNCR; SLNCR1; ERRLR01; HILNC75; LUCAIR1; HI-LNC75; LINC00673,"9,9,7,7,11","7,7,6,6,9","2,2,1,1,2","0,0,0,0,0","1,1,1,1,1","0,0,0,0,0","1,1,1,1,1","0,0,0,0,0"
"lncRNA00673",Pancreatic Ductal Adenocarcinoma,"RNA-seq, qPCR, Western blot",up-regulated,29440233.0,Also Known As: lncRNA00673; LINC00673 [mentioned in qRT-PCR primers table in paper for lncRNA00673 (PubMed-29077173)]; SLNCR; SLNCR1; ERRLR01; HILNC75; LUCAIR1; HI-LNC75,5 (LINC00673),"LINC00673 (NR_137281.2, NR_137280.2, NR_036488.1, NR_152515.1, NR_152516.1)","26, 25, 23, 23, 27 (LINC00673)","24,23,22,22,25","2,2,1,1,2","0,0,0,0,0",REVIEWED (LINC00673),SLNCR; SLNCR1; ERRLR01; HILNC75; LUCAIR1; HI-LNC75; LINC00673,"9,9,7,7,11","7,7,6,6,9","2,2,1,1,2","0,0,0,0,0","1,1,1,1,1","0,0,0,0,0","1,1,1,1,1","0,0,0,0,0"
"lncRNA00673",Pancreatic Cancer,"qPCR, Flow cytometry assay etc.",up-regulated,27213290.0,Also Known As: lncRNA00673; LINC00673 [mentioned in qRT-PCR primers table in paper for lncRNA00673 (PubMed-29077173)]; SLNCR; SLNCR1; ERRLR01; HILNC75; LUCAIR1; HI-LNC75,5 (LINC00673),"LINC00673 (NR_137281.2, NR_137280.2, NR_036488.1, NR_152515.1, NR_152516.1)","26, 25, 23, 23, 27 (LINC00673)","24,23,22,22,25","2,2,1,1,2","0,0,0,0,0",REVIEWED (LINC00673),SLNCR; SLNCR1; ERRLR01; HILNC75; LUCAIR1; HI-LNC75; LINC00673,"9,9,7,7,11","7,7,6,6,9","2,2,1,1,2","0,0,0,0,0","1,1,1,1,1","0,0,0,0,0","1,1,1,1,1","0,0,0,0,0"
"BLACAT2",Pancreatic Cancer,"qPCR, Western blot, Luciferase reporter assay, RIP, etc.",up-regulated,30639194.0,"Also Known As: BLACAT2: LINC00958

Some (older) bladder associated transcript 2 variant 1, 2 and 3 lncRNA ""lncRNA"" ncRNA (complete sequence-MF435912.1, MF435913.1 and MF435914.1 respectively) with PQS- 4, 4, 5 respectively, were also there in result.",1 (LINC00958),LINC00958 (NR_038904.1),10 (LINC00958),10,0,0,VALIDATED (LINC00958),BLACAT2; LINC00958,2,2,0,0,0,0,0,0
LINC00960,Pancreatic Ductal Adenocarcinoma,qPCR,up-regulated,29923223.0,-,2,"NR_040004.1, NR_040005.1","13, 14","13,14","0,0","0,0",VALIDATED,long intergenic non-protein coding RNA 960;NONHSAG035456.2;HSALNG0026932;HSALNG0026937;LINC00960,"1,1","1,1","0,0","0,0","0,0","0,0","0,0","0,0"
LINC00976,Pancreatic Cancer,"qRT-PCR, Western blot",up-regulated,31747939.0,-,1,NR_145483.1,2,1,1,0,VALIDATED,long intergenic non-protein coding RNA 976;CCDC26;CCDC26 long non-coding RNA;MGC27434;RAM;HSALNG0068551;NONHSAG051268.2;lnc-GSDMC-34;NONHSAG051275.2;NONHSAG051270.2;HSALNG0068556;HSALNG0068595;HSALNG0068574;lnc-GSDMC-12;HSALNG0068588,0,0,0,0,0,0,0,0
LINC00994,Pancreatic Cancer,"qPCR, Microarray, Luciferase reporter assay, western blot",up-regulated,30739523.0,-,1,NR_033978.1,15,14,1,0,VALIDATED,long intergenic non-protein coding RNA 994;HSALNG0026562;LINC00994;NONHSAG035323.2,4,3,1,0,1,1,0,0
LINC01006,Pancreatic Cancer,"Microarray, RT-qPCR, Western blot, RIP, Luciferase reporter assay",up-regulated,31827394.0,also known as: MY040; C7orf13,2,"NR_026865.2, NR_103858.1","30,6","28,6","2,0","0,0",VALIDATED,MY040; C7orf13; LINC01006,"10,1","9,1","1,0","0,0","3,0","3,0","0,0","0,0"
LINC01060,Pancreatic Cancer,"qPCR, Western blot, in vitro knockdown, RIP",down-regulated,29913236.0,-,1,NR_033869.1,1,1,0,0,VALIDATED,long intergenic non-protein coding RNA 1060;LINC01060;HSALNG0039283;NONHSAG039581.2;HSALNG0039289,0,0,0,0,0,0,0,0
LINC01060,Pancreatic Cancer,"Microarray, RIP, etc.",down-regulated,29913236.0,-,1,NR_033869.1,1,1,0,0,VALIDATED,long intergenic non-protein coding RNA 1060;LINC01060;HSALNG0039283;NONHSAG039581.2;HSALNG0039289,0,0,0,0,0,0,0,0
LINC01111,Pancreatic Cancer,"Microarray, qPCR, Western blot etc.",down-regulated,31767833.0,-,1,NR_105006.1,3,3,0,0,VALIDATED,long intergenic non-protein coding RNA 1111;HSALNG0066316;NONHSAG050557.2;lnc-ZFHX4-2,1,1,0,0,0,0,0,0
LINC01121,Pancreatic Cancer,"qPCR, Western blot",up-regulated,29843149.0,Also Known As: UNQ6975,1,NR_033831.1,11,11,0,0,VALIDATED,UNQ6975,2,2,0,0,0,0,0,0
LINC01121,Pancreatic Cancer,"qPCR, western blot etc.",up-regulated,29843149.0,Also Known As: UNQ6975,1,NR_033831.1,11,11,0,0,VALIDATED,UNQ6975,2,2,0,0,0,0,0,0
LINC01133,Pancreatic Cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP, etc.",up-regulated,30580676.0,,1,NR_038849.1,7,7,0,0,VALIDATED,long intergenic non-protein coding RNA 1133;lncRNA-PAGBC;prognosis-associated gallbladder cancer lncRNA;LINC01133;HSALNG0007801;NONHSAG003198.2,1,1,0,0,0,0,0,0
LINC01133,Pancreatic Ductal Adenocarcinoma,qPCR etc.,up-regulated,29458145.0,,1,NR_038849.1,7,7,0,0,VALIDATED,long intergenic non-protein coding RNA 1133;lncRNA-PAGBC;prognosis-associated gallbladder cancer lncRNA;LINC01133;HSALNG0007801;NONHSAG003198.2,1,1,0,0,0,0,0,0
"LINC01296",Pancreatic Ductal Adenocarcinoma,"qPCR, Western blot, RNAi, other",up-regulated,30203487.0,"Also Known As: DUXAP9; LNMAT1; LINC01296; LncRNA-CTD903 (Gene Cards)

Homo sapiens double homeobox A pseudogene 9 (DUXAP9), transcript variant 1 and 2, non-coding RNA (NR_122111.1 and NR_122112.1)

transcribed RNA-misc_RNA (mentioned as lncRNA in title of papers; PubMed - 31522796 and others) (NR_122111.1 and NR_122112.1)

Gene type - pseudo",2 (DUXAP9),"DUXAP9 (NR_122111.1, NR_122112.1)","19, 9 (DUXAP9)","19,9","0,0","0,0",VALIDATED (DUXAP9),LNMAT1; LINC01296; DUXAP9,"2,0","2,0","0,0","0,0","0,0","0,0","0,0","0,0"
"CTA-941F9.9",Pancreatic Ductal Adenocarcinoma,qPCR,up-regulated,29923223.0,"CTA-941F9.9 mentioned in title of paper (PubMed-31343781) referred in NR_131244.1

Also Known As: LINC01589; TCONS_00029353; CTA-941F9.9

Aliases for LINC01589 Gene (From GeneCards database - GCID: GC22M045687)
Long Intergenic Non-Protein Coding RNA 1589
LINC01589
TCONS_00029353
NONHSAG034141.2
HSALNG0135958
CTA-941F9.9

Alias symbols for LINC01589 (From HGNC databse - HGNC ID - HGNC:51520)
CTA-941F9.9
TCONS_00029353

Gene Synonyms for LINC01589 (From Ensembl database - Ensembl version - ENSG00000238120.1)
CTA-941F9.9, TCONS_00029353",1 (LINC01589),LINC01589 (NR_131244.1),3 (LINC01589),3,0,0,VALIDATED (LINC01589),TCONS_00029353; LINC01589,1,1,0,0,0,0,0,0
LINC01638,Pancreatic Ductal Adenocarcinoma,"RT-qPCR, Western blot analysis",up-regulated,31702018.0,-,1,NR_171021.1,3,3,0,0,VALIDATED,long intergenic non-protein coding RNA 1638;LINC01638;NONHSAG033593.2;HSALNG0134715;HSALNG0134712,1,1,0,0,0,0,0,0
lncRNA-ATB,Pancreatic Cancer,qPCR etc.,down-regulated,26482611.0,,1,NR_160525.1,17,16,1,0,VALIDATED,,4,4,0,0,0,0,0,0
"LOC285194",Pancreatic Ductal Adenocarcinoma,qPCR etc.,down-regulated,25550852.0,"Also Known As: LOC285194; TUSC7; LSAMPAS3; LINC00902; LSAMP-AS1; LSAMP-AS3; NCRNA00295

LOC285194 mentioned in title of papers [PubMed-31494574 (TUSC7) and 27683121 (RPL34-DT)] referred in TUSC7 (NR_015391.1) and RPL34-DT (NR_026968.1).

Aliases for TUSC7 Gene (From GeneCards database - GCID: GC03P116709)
Tumor Suppressor Candidate 7
TUSC7
Tumor Suppressor Candidate 7 (Non-Protein Coding) 
LINC00902
LSAMP Antisense RNA 3 (Non-Protein Coding)
Non-Protein Coding RNA 295
LSAMP Antisense RNA 3
NONHSAG035806.2
HSALNG0028235
NCRNA00295
LSAMP-AS1
LSAMP-AS3
LOC285194
LSAMPAS3

Alias symbols for TUSC7 (From HGNC databse - HGNC ID - HGNC:27701)
NCRNA00295
LSAMP-AS3
LINC00902
LOC285194
non-protein coding RNA 295 
LSAMP antisense RNA 3 
tumor suppressor candidate 7 (non-protein coding) 

Gene Synonyms for TUSC7 (From Ensembl database - Ensembl version - ENSG00000243197.8)
LINC00902, LOC285194, LSAMP-AS3, NCRNA00295

mRNA clones (cDNA) sequences (BC104180.1 and BC104179.1) available, not for lncRNA.

LOC285194 mentioned in title of paper (PubMed-27683121) referred in RPL34-DT (NR_026968.1).",1 (TUSC7),TUSC7 (NR_015391.1),9 (TUSC7),9,0,0,VALIDATED (TUSC7),LSAMPAS3; LINC00902; LSAMP-AS1; LSAMP-AS3; NCRNA00295; TUSC7,3,3,0,0,1,1,0,0
LOC389641,Pancreatic Ductal Adenocarcinoma,"qPCR, RNAi, Western blot etc.",up-regulated,26708505.0,-,1,NR_033928.1,13,13,0,0,VALIDATED,TNFRSF10A divergent transcript;LOC389641;lnc-CHMP7-1;HSALNG0063968;NONHSAG049754.2,6,6,0,0,0,0,0,0
LUCAT1,Pancreatic Cancer,"qPCR, Western blot, Luciferase reporter assay, RIP etc",up-regulated,31789465.0,Also Known As: SCAL1; SCAT5,2,"NR_103548.1, NR_103549.1","3, 2","3,2","0,0","0,0",VALIDATED,SCAL1; SCAT5,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
MALAT1,Pancreatic Ductal Adenocarcinoma,"qPCR, Western blot, Luciferase reporter assay, RIP, other",up-regulated,30352575.0,"Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047

Some (older-not checked for PQS) scRNA mascRNA (MALAT1 gene) ""scRNA"" ncRNA (TPA: HG975416.1) was also there in result.

PQS 1 obtained in 1st variant was replaced by another PQS of same score (by shifting a G-Group within the same G-Group/Quartet frame) in 2nd and 3rd variants.",3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,"28,28,27","23,23,23","5,5,4","0,0,0","17,17,16","13,13,12","4,4,4","0,0,0"
MALAT1,Pancreatic Ductal Adenocarcinoma,"qPCR, Western blot, RIP, RNA pull-down assay etc.",up-regulated,27371730.0,"Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047

Some (older-not checked for PQS) scRNA mascRNA (MALAT1 gene) ""scRNA"" ncRNA (TPA: HG975416.1) was also there in result.

PQS 1 obtained in 1st variant was replaced by another PQS of same score (by shifting a G-Group within the same G-Group/Quartet frame) in 2nd and 3rd variants.",3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,"28,28,27","23,23,23","5,5,4","0,0,0","17,17,16","13,13,12","4,4,4","0,0,0"
MALAT1,Pancreatic Cancer,"Microarray, qPCR, Western blot etc.",up-regulated,29215734.0,"Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047

Some (older-not checked for PQS) scRNA mascRNA (MALAT1 gene) ""scRNA"" ncRNA (TPA: HG975416.1) was also there in result.

PQS 1 obtained in 1st variant was replaced by another PQS of same score (by shifting a G-Group within the same G-Group/Quartet frame) in 2nd and 3rd variants.",3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,"28,28,27","23,23,23","5,5,4","0,0,0","17,17,16","13,13,12","4,4,4","0,0,0"
MALAT1,Pancreatic Cancer,"qPCR, Western blot etc.",up-regulated,25811929.0,"Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047

Some (older-not checked for PQS) scRNA mascRNA (MALAT1 gene) ""scRNA"" ncRNA (TPA: HG975416.1) was also there in result.

PQS 1 obtained in 1st variant was replaced by another PQS of same score (by shifting a G-Group within the same G-Group/Quartet frame) in 2nd and 3rd variants.",3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,"28,28,27","23,23,23","5,5,4","0,0,0","17,17,16","13,13,12","4,4,4","0,0,0"
MALAT1,Pancreatic Cancer,qPCR etc.,up-regulated,25481511.0,"Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047

Some (older-not checked for PQS) scRNA mascRNA (MALAT1 gene) ""scRNA"" ncRNA (TPA: HG975416.1) was also there in result.

PQS 1 obtained in 1st variant was replaced by another PQS of same score (by shifting a G-Group within the same G-Group/Quartet frame) in 2nd and 3rd variants.",3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,"28,28,27","23,23,23","5,5,4","0,0,0","17,17,16","13,13,12","4,4,4","0,0,0"
MALAT1,Pancreatic Ductal Adenocarcinoma,"qPCR, RNAi, Western blot, Luciferase reporter assay, Flow cytometry assay etc.",up-regulated,28034748.0,"Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047

Some (older-not checked for PQS) scRNA mascRNA (MALAT1 gene) ""scRNA"" ncRNA (TPA: HG975416.1) was also there in result.

PQS 1 obtained in 1st variant was replaced by another PQS of same score (by shifting a G-Group within the same G-Group/Quartet frame) in 2nd and 3rd variants.",3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,"28,28,27","23,23,23","5,5,4","0,0,0","17,17,16","13,13,12","4,4,4","0,0,0"
MALAT1,Pancreatic Ductal Adenocarcinoma,"qPCR, Luciferase report assay etc.",up-regulated,28701723.0,"Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047

Some (older-not checked for PQS) scRNA mascRNA (MALAT1 gene) ""scRNA"" ncRNA (TPA: HG975416.1) was also there in result.

PQS 1 obtained in 1st variant was replaced by another PQS of same score (by shifting a G-Group within the same G-Group/Quartet frame) in 2nd and 3rd variants.",3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,"28,28,27","23,23,23","5,5,4","0,0,0","17,17,16","13,13,12","4,4,4","0,0,0"
MALAT1,Pancreatic Ductal Adenocarcinoma,qPCR etc.,up-regulated,24815433.0,"Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047

Some (older-not checked for PQS) scRNA mascRNA (MALAT1 gene) ""scRNA"" ncRNA (TPA: HG975416.1) was also there in result.

PQS 1 obtained in 1st variant was replaced by another PQS of same score (by shifting a G-Group within the same G-Group/Quartet frame) in 2nd and 3rd variants.",3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,"28,28,27","23,23,23","5,5,4","0,0,0","17,17,16","13,13,12","4,4,4","0,0,0"
MALAT1,Pancreatic Cancer,"Microarray, RT-PCR, Western blot, in vitro knockdown, RNAi",up-regulated,29389953.0,"Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047

Some (older-not checked for PQS) scRNA mascRNA (MALAT1 gene) ""scRNA"" ncRNA (TPA: HG975416.1) was also there in result.

PQS 1 obtained in 1st variant was replaced by another PQS of same score (by shifting a G-Group within the same G-Group/Quartet frame) in 2nd and 3rd variants.",3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,"28,28,27","23,23,23","5,5,4","0,0,0","17,17,16","13,13,12","4,4,4","0,0,0"
MALAT1,Pancreatic Cancer,"qPCR, RNAi, Western blot, RIP, Flow cytometry assay, Cell proliferation assay etc.",up-regulated,26848980.0,"Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047

Some (older-not checked for PQS) scRNA mascRNA (MALAT1 gene) ""scRNA"" ncRNA (TPA: HG975416.1) was also there in result.

PQS 1 obtained in 1st variant was replaced by another PQS of same score (by shifting a G-Group within the same G-Group/Quartet frame) in 2nd and 3rd variants.",3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,"28,28,27","23,23,23","5,5,4","0,0,0","17,17,16","13,13,12","4,4,4","0,0,0"
MALAT1,Pancreatic Cancer,"qPCR, Western blot, Flow cytometry assay etc.",up-regulated,25269958.0,"Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047

Some (older-not checked for PQS) scRNA mascRNA (MALAT1 gene) ""scRNA"" ncRNA (TPA: HG975416.1) was also there in result.

PQS 1 obtained in 1st variant was replaced by another PQS of same score (by shifting a G-Group within the same G-Group/Quartet frame) in 2nd and 3rd variants.",3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46,47,47","7,7,6","0,0,0",REVIEWED,HCN; NEAT2; PRO2853; LINC00047; NCRNA00047,"28,28,27","23,23,23","5,5,4","0,0,0","17,17,16","13,13,12","4,4,4","0,0,0"
