LncRNA name,Cancer name,Methods,Expression pattern,Pubmed ID,Remarks,No. of Transcript variants,NCBI Reference Number,Total No. of PQS,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS,RefSeq status,aka,"G4 Hunter, thres:0.9 TOTAL PQS","G4 Hunter, thres:0.9 2G PQS","G4 Hunter, thres:0.9 3G PQS","G4 Hunter, thres:0.9 4G PQS","G4 Hunter, thres:1.4 TOTAL PQS","G4 Hunter, thres:1.4 2G PQS","G4 Hunter, thres:1.4 3G PQS","G4 Hunter, thres:1.4 4G PQS"
HOTAIR,Cervical Cancer,"qPCR, RNAi, Cell proliferation assay, Cell invasion assay etc.",up-regulated,25762744.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,Cervical Cancer,qPCR etc.,up-regulated,24748337.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,Cervical Cancer,qPCR etc.,down-regulated,22487937.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,Cervical Cancer,"qPCR, Western blot, Luciferase Reporter Assay",differential expression,28893349.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,Cervical Cancer,"qPCR, Western blot, RNAi etc",down-regulated,29130509.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,Cervical Cancer,"qPCR, Western blot, Luciferase reporter assay, RIP etc.",up-regulated,29336659.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,Cervical Cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown",up-regulated,29335299.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,Cervical Cancer,"qPCR, Luciferase Assay etc.",up-regulated,29163829.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,Cervical Cancer,"qPCR, RNAi, Western blot etc.",up-regulated,27574106.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,Cervical Cancer,"Microarray, qPCR, Western blot, Luciferase reporter assay, RNAi",up-regulated,29391067.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,Cervical Cancer,"qPCR, Luciferase reporter assay etc.",up-regulated,27467165.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,Cervical Cancer,"qPCR, Luciferase reporter assay etc.",down-regulated,27683269.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,Cervical Cancer,"Microarray, qPCR, RIP etc.",down-regulated,26152361.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,Cervical Cancer,"qPCR, Western blot etc.",differential expression,25547435.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,Cervical Cancer,"qPCR, RNAi, Western blot etc.",up-regulated,25405331.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOXA11-AS,Cervical Cancer,"qPCR, RNAi, Western blot, Cell proliferation assay etc.",up-regulated,27792998.0,Also Known As: HOXA11S; HOXA-AS5; HOXA11AS; HOXA11-AS1; NCRNA00076,1,NR_002795.2,18,16,2,0,REVIEWED,HOXA11S; HOXA-AS5; HOXA11AS; HOXA11-AS1; NCRNA00076,6,5,1,0,0,0,0,0
HOXD-AS1 (HAGLR),Cervical Cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown",up-regulated,29896986.0,Also Known As: Mdgt; HOXD-AS1; MIR7704HG,12,"NR_110458.1, NR_110459.1, NR_110460.1, NR_110461.1, NR_110462.1, NR_110463.1, NR_110464.1, NR_110465.1, NR_110466.1, NR_033979.2, NR_110467.1, NR_110468.1","27, 25, 25, 23, 27, 25, 25, 23, 23, 22, 24, 24","25,23,23,22,25,24,24,21,21,20,23,23","2,2,2,1,2,1,1,2,2,2,1,1","0,0,0,0,0,0,0,0,0,0,0,0",VALIDATED,Mdgt; HOXD-AS1; MIR7704HG,"13,9,8,7,13,8,8,8,8,9,9,8","13,8,7,7,13,8,8,7,7,9,9,8","0,1,1,0,0,0,0,1,1,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","7,8,8,6,7,6,6,8,8,6,6,6","7,6,6,6,7,6,6,6,6,6,6,6","0,2,2,0,0,0,0,2,2,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0"
HOXD-AS1 (HAGLR),Cervical Cancer,"qPCR, Western blot etc.",up-regulated,29228418.0,Also Known As: Mdgt; HOXD-AS1; MIR7704HG,12,"NR_110458.1, NR_110459.1, NR_110460.1, NR_110461.1, NR_110462.1, NR_110463.1, NR_110464.1, NR_110465.1, NR_110466.1, NR_033979.2, NR_110467.1, NR_110468.1","27, 25, 25, 23, 27, 25, 25, 23, 23, 22, 24, 24","25,23,23,22,25,24,24,21,21,20,23,23","2,2,2,1,2,1,1,2,2,2,1,1","0,0,0,0,0,0,0,0,0,0,0,0",VALIDATED,Mdgt; HOXD-AS1; MIR7704HG,"13,9,8,7,13,8,8,8,8,9,9,8","13,8,7,7,13,8,8,7,7,9,9,8","0,1,1,0,0,0,0,1,1,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","7,8,8,6,7,6,6,8,8,6,6,6","7,6,6,6,7,6,6,6,6,6,6,6","0,2,2,0,0,0,0,2,2,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0"
HOXD-AS1 (HAGLR),Cervical Cancer,"qPCR, Western blot, Dual luciferase reporter assay, etc.",up-regulated,29896986.0,Also Known As: Mdgt; HOXD-AS1; MIR7704HG,12,"NR_110458.1, NR_110459.1, NR_110460.1, NR_110461.1, NR_110462.1, NR_110463.1, NR_110464.1, NR_110465.1, NR_110466.1, NR_033979.2, NR_110467.1, NR_110468.1","27, 25, 25, 23, 27, 25, 25, 23, 23, 22, 24, 24","25,23,23,22,25,24,24,21,21,20,23,23","2,2,2,1,2,1,1,2,2,2,1,1","0,0,0,0,0,0,0,0,0,0,0,0",VALIDATED,Mdgt; HOXD-AS1; MIR7704HG,"13,9,8,7,13,8,8,8,8,9,9,8","13,8,7,7,13,8,8,7,7,9,9,8","0,1,1,0,0,0,0,1,1,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0","7,8,8,6,7,6,6,8,8,6,6,6","7,6,6,6,7,6,6,6,6,6,6,6","0,2,2,0,0,0,0,2,2,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0"
HULC,Cervical Cancer,"qRT-PCR, Western blot",up-regulated,32103980.0,"Also Known As: HCCAT1; LINC00078; NCRNA00078

Some (older-not checked for PQS) Long non-coding RNA HULC (HULC gene) ""lncRNA"" ncRNA (TPA: HG975403.1) was also there in result.",1,NR_004855.2,1,1,0,0,REVIEWED,HCCAT1; LINC00078; NCRNA00078,0,0,0,0,0,0,0,0
HULC,Cervical Cancer,qPCR etc.,up-regulated,27775802.0,"Also Known As: HCCAT1; LINC00078; NCRNA00078

Some (older-not checked for PQS) Long non-coding RNA HULC (HULC gene) ""lncRNA"" ncRNA (TPA: HG975403.1) was also there in result.",1,NR_004855.2,1,1,0,0,REVIEWED,HCCAT1; LINC00078; NCRNA00078,0,0,0,0,0,0,0,0
LINC-POU3F3 PANTRI1,Cervical Cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown",up-regulated,31252264.0,Also Known As: PANTRI1; LINC01158; linc-Brn1a; linc-POU3F3,4 (PANTRI1),"PANTRI1 (NR_037883.1, NR_131233.1, NR_131234.1, NR_131235.1)","13, 5, 5, 6 (PANTRI1)","12,5,6,6","1,0,0,0","0,0,0,0",VALIDATED (PANTRI1),LINC01158; linc-Brn1a; linc-POU3F3,"2,0,0,0","2,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
LINC-ROR,Cervical Cancer,qPCR etc.,up-regulated,26314857.0,"Also Known As: ROR; lincRNA-RoR; lincRNA-ST8SIA3. Some (older) transcribed RNA, LINC-ROR variants (2-14; variant 1 not available in NCBI-NT) ""other"" ncRNA (complete sequence - _____, AB844430.1, AB844431.1, AB844432.1, AB844433.1, AB908956.1, AB932951.1, LC027885.1, LC027886.1, LC027887.1, LC027888.1, LC027889.1, LC027890.1 and LC027884.1 respectively) with PQS-___, 3, 1, 0, 0, 4, 1, 4, 13, 7, 8, 7, 2, 2 respectively were also there in result.",2,"NR_048536.2, NR_152602.1","15,13","15,13","0,0","0,0",REVIEWED,ROR; lincRNA-RoR; lincRNA-ST8SIA3,"5,5","5,5","0,0","0,0","0,0","0,0","0,0","0,0"
LINC-UFC1 (LOC112543491),Cervical Cancer,"qPCR, western blot, RIP etc.",up-regulated,29790665.0,,1,NR_156734.1,20,20,0,0,VALIDATED,linc-UFC1;NONHSAG003243.2;lnc-NIT1-1,6,6,0,0,0,0,0,0
LINC-UFC1 (LOC112543491),Cervical Cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP",up-regulated,29790665.0,,1,NR_156734.1,20,20,0,0,VALIDATED,linc-UFC1;NONHSAG003243.2;lnc-NIT1-1,6,6,0,0,0,0,0,0
LINC00037,Cervical Cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, etc.",down-regulated,30613967.0,,Refer to DGCR5,,,,,,,DiGeorge syndrome critical region gene 5;NCRNA00037;LINC00037;X91348;DGS-A;POM121L5P;DGS-B;non-protein coding RNA 37;long intergenic non-protein coding RNA 37;DiGeorge syndrome critical region gene 5 (non-protein coding);DiGeorge syndrome critical region gene 9;DiGeorge syndrome critical region gene 9 (non-protein coding);DiGeorge syndrome critical region gene 10;DiGeorge syndrome critical region gene 10 (non-protein coding);DGCR10;DGCR9;DiGeorge syndrome gene A;DiGeorge syndrome gene B;cadherin EGF LAG seven-pass G-type receptor 1 pseudogene;HSALNG0133982;lnc-DGCR6-6;NONHSAG033246.2;HSALNG0133981;HSALNG0133989;HSALNG0133987,,,,,,,,
LINC00052,Cervical Cancer,"qPCR, Western blot",down-regulated,31210293.0,Also known as: TMEM83; NCRNA00052,1,NR_026869.1,5,5,0,0,VALIDATED,TMEM83; NCRNA00052,5,5,0,0,0,0,0,0
LINC00152 CYTOR,Cervical Cancer,"qRT-PCR , Luciferase reporter assay , Western blot , in vitro knockdown etc.",up-regulated,31114990.0,Also Known As: C2orf59; LINC00152; NCRNA00152; CYTOR,5 (CYTOR),"NR_024204.2, NR_024205.3, NR_024206.2, NR_146460.1, NR_146461.1    (CYTOR)         ","4, 6, 4, 4, 3 (CYTOR)","4,6,4,4,3","0,0,0,0,0","0,0,0,0,0",REVIEWED (CYTOR),C2orf59; LINC00152; NCRNA00152,"1,3,1,0,1","1,3,1,0,1","0,0,0,0,0","0,0,0,0,0","0,0,0,0,0","0,0,0,0,0","0,0,0,0,0","0,0,0,0,0"
LINC00152 CYTOR,Cervical Cancer,"western blot, in vitro konckdown",up-regulated,28536419.0,Also Known As: C2orf59; LINC00152; NCRNA00152; CYTOR,5 (CYTOR),"NR_024204.2, NR_024205.3, NR_024206.2, NR_146460.1, NR_146461.1    (CYTOR)         ","4, 6, 4, 4, 3 (CYTOR)","4,6,4,4,3","0,0,0,0,0","0,0,0,0,0",REVIEWED (CYTOR),C2orf59; LINC00152; NCRNA00152,"1,3,1,0,1","1,3,1,0,1","0,0,0,0,0","0,0,0,0,0","0,0,0,0,0","0,0,0,0,0","0,0,0,0,0","0,0,0,0,0"
LINC00277 EWSAT1,Cervical Cancer,"Microarray analysis, qRT-PCR, Western blot, RNAi",down-regulated,28767188.0,Also Known As: TMEM84; LINC00277; NCRNA00277; EWSAT1,1 (EWSAT1),EWSAT1 (NR_026949.1),15 (EWSAT1),14,1,0,VALIDATED (EWSAT1),TMEM84; LINC00277; NCRNA00277,7,6,1,0,4,3,1,0
LINC00319,Cervical Cancer,"qRT-PCR, Western blot, Luciferase reporter assays, RIP",up-regulated,31942724.0,Also known as: PRED49; C21orf125; NCRNA00319,1,NR_152722.1,30,30,0,0,VALIDATED,PRED49; C21orf125; NCRNA00319,8,8,0,0,0,0,0,0
LINC00473,Cervical Cancer,"qPCR, Western blotting etc.",up-regulated,29218240.0,Also Known As: LNC473; C6orf176; bA142J11.1,2,"NR_026860.1, NR_026861.1","12,5","12,5","0,0","0,0",VALIDATED,LNC473; C6orf176; bA142J11.1,"1,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0"
LINC00511,Cervical Cancer,"RT-qPCR, Western blot, Microarray",up-regulated,32067228.0,Also Known As: LCAL5; onco-lncRNA-12,1,NR_033876.1,18,16,2,0,VALIDATED,LCAL5; onco-lncRNA-12,7,6,1,0,2,2,0,0
LINC00511,Cervical Cancer,"RT-qPCR, in vitro knockdown, Western blot etc.",up-regulated,31180057.0,Also Known As: LCAL5; onco-lncRNA-12,1,NR_033876.1,18,16,2,0,VALIDATED,LCAL5; onco-lncRNA-12,7,6,1,0,2,2,0,0
LINC00511,Cervical Cancer,"qPCR, other",up-regulated,31434692.0,Also Known As: LCAL5; onco-lncRNA-12,1,NR_033876.1,18,16,2,0,VALIDATED,LCAL5; onco-lncRNA-12,7,6,1,0,2,2,0,0
LINC00518,Cervical Cancer,"qPCR, Western blot",up-regulated,30720156.0,Also known as: C6orf218,1,NR_027793.1,8,8,0,0,VALIDATED,C6orf218,0,0,0,0,0,0,0,0
LINC00958 BLACAT2,Cervical Cancer,"RT-qPCR, Luciferase reporter assay, RIP, Western blot analysis",up-regulated,31691355.0,"Also Known As: BLACAT2: LINC00958. Some (older) bladder associated transcript 2 variant 1, 2 and 3 lncRNA ""lncRNA"" ncRNA (complete sequence-MF435912.1, MF435913.1 and MF435914.1 respectively) with PQS- 4, 4, 5 respectively, were also there in result.",1 (BLACAT2),BLACAT2 (NR_038904.1),10 (BLACAT2),10,0,0,VALIDATED (BLACAT2),BLACAT2,2,2,0,0,0,0,0,0
LINC00958 BLACAT2,Cervical Cancer,"Luciferase reporter assay , Western blot etc.",up-regulated,31169309.0,"Also Known As: BLACAT2: LINC00958. Some (older) bladder associated transcript 2 variant 1, 2 and 3 lncRNA ""lncRNA"" ncRNA (complete sequence-MF435912.1, MF435913.1 and MF435914.1 respectively) with PQS- 4, 4, 5 respectively, were also there in result.",1 (BLACAT2),BLACAT2 (NR_038904.1),10 (BLACAT2),10,0,0,VALIDATED (BLACAT2),BLACAT2,2,2,0,0,0,0,0,0
LINC01101,Cervical Cancer,"Microarray analysis, qRT-PCR, Western blot, RNAi",down-regulated,28767188.0,,1,NR_027181.1,24,24,0,0,VALIDATED,long intergenic non-protein coding RNA 1101;FLJ14816;HSALNG0141631;lnc-TMEM185B-12,11,11,0,0,0,0,0,0
LINC01133,Cervical Cancer,"qPCR, Western blot, Luciferase reporter assay, RIP",up-regulated,31390932.0,,1,NR_038849.1,7,7,0,0,VALIDATED,long intergenic non-protein coding RNA 1133;lncRNA-PAGBC;prognosis-associated gallbladder cancer lncRNA;LINC01133;HSALNG0007801;NONHSAG003198.2,1,1,0,0,0,0,0,0
LINC01139,Cervical Cancer,"Microarray, qPCR etc.",differential expression,27035672.0,Also known as: LINKA; LINK-A,1,NR_015407.1,8,8,0,0,VALIDATED,LINKA; LINK-A,1,1,0,0,0,0,0,0
LINC01305,Cervical Cancer,"qPCR, Western blot, Luciferase reporter assay, RIP, etc.",up-regulated,30697971.0,,1,NR_038897.1,28,22,5,0,VALIDATED,long intergenic non-protein coding RNA 1305;NONHSAG029861.2;HSALNG0020489;LINC01305,15,12,3,0,7,4,3,0
LINC01503,Cervical Cancer,"Microarray, qPCR etc.",differential expression,27035672.0,,2,"NR_120685.1, NR_120686.1","6,6","5,5","1,1","0,0",VALIDATED,long intergenic non-protein coding RNA 1503;lnc-PPP2R4-5;RP11-65J3.1;hCG2021613;HSALNG0074718;LINC01503;NONHSAG053577.2,"1,1","1,1","0,0","0,0","1,1","1,1","0,0","0,0"
LINC01535,Cervical Cancer,"qPCR, Western blot, Luciferase reporter assay",up-regulated,31273925.0,,3,"NR_110718.1,NR_110719.1,NR_110720.2","17,5,6","17,5,6","0,0,0","0,0,0",VALIDATED,long intergenic non-protein coding RNA 1535;HSALNG0125829;LINC01535;NONHSAG025683.2,"4,1,1","4,1,1","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0"
LINC01783,Cervical Cancer,"qRT-PCR, RIP",up-regulated,32021449.0,,1,NR_135764.1,16,14,2,0,VALIDATED,long intergenic non-protein coding RNA 1783;LINC01783;NONHSAG000479.2;HSALNG0001188,7,7,0,0,4,4,0,0
LINP1,Cervical Cancer,"qPCR, Western blot, RIP etc.",up-regulated,32348690.0,,1,NR_138480.1,7,5,2,0,VALIDATED,lncRNA in non-homologous end joining pathway 1;lncRNA in nonhomologous end joining (NHEJ) pathway 1;lncRNA in nonhomologous end joining pathway 1;LINP1;NONHSAG005150.2;HSALNG0075977;HSALNG0075974,4,3,1,0,0,0,0,0
LINP1,Cervical Cancer,"qPCR, RIP",up-regulated,29527968.0,,1,NR_138480.1,7,5,2,0,VALIDATED,lncRNA in non-homologous end joining pathway 1;lncRNA in nonhomologous end joining (NHEJ) pathway 1;lncRNA in nonhomologous end joining pathway 1;LINP1;NONHSAG005150.2;HSALNG0075977;HSALNG0075974,4,3,1,0,0,0,0,0
lnc-LIF-AS,Cervical Cancer,"RT-PCR , Western blot etc.",up-regulated,31085454.0,Also known as: Lnc-LIF-AS,1,NR_149070.1,7,7,0,0,VALIDATED,Lnc-LIF-AS,1,1,0,0,0,0,0,0
lncRNA-ATB,Cervical Cancer,"qPCR, Luciferase reporter assay, Western blot",up-regulated,30908730.0,,1,NR_160525.1,17,16,1,0,VALIDATED,,4,4,0,0,0,0,0,0
lncRNA-ATB,Cervical Cancer,qPCR,up-regulated,29237907.0,,1,NR_160525.1,17,16,1,0,VALIDATED,,4,4,0,0,0,0,0,0
lncRNA-CTS,Cervical Cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP, etc.",up-regulated,31499118.0,Also known as: SH3PXD2A-AS1,1,NR_038940.1,10,10,0,0,VALIDATED,,3,3,0,0,1,1,0,0
lncRNA-LET,Cervical Cancer,qPCR etc.,down-regulated,25755778.0,Also known as: NPTN-IT1,1,NR_103844.1,13,13,0,0,VALIDATED,lncRNA-LET,5,5,0,0,1,1,0,0
lncRNA-MIF ODC1-DT       ,Cervical Cancer,"qPCR, Luciferase reporter assay etc.",differential expression,27317567.0,Also Known As: ODC1-DT; (ODC1-DT),1 (ODC1-DT),ODC1-DT (NR_110597.1),6 (ODC1-DT),6,0,0,VALIDATED (ODC1-DT),lncRNA-MIF,0,0,0,0,0,0,0,0
lncRNA-NEF,Cervical Squamous Cell Carcinoma,"qPCR, Western blot",down-regulated,30910843.0,"Also known as: LINC01384; lncRNA-NEF, LNCNEF",1,NR_109883.1,4,4,0,0,VALIDATED,LINC01384; lncRNA-NEF,1,1,0,0,0,0,0,0
lncRNA-SRA1 LINC00673,Cervical Squamous Cell Carcinoma,qPCR,down-regulated,31371629.0,Also Known As: lncRNA00673; LINC00673 [mentioned in qRT-PCR primers table in paper for lncRNA00673 (PubMed-29077173)]; SLNCR; SLNCR1; ERRLR01; HILNC75; LUCAIR1; HI-LNC75,5 (LINC00673),"LINC00673 (NR_137281.2, NR_137280.2, NR_036488.1, NR_152515.1, NR_152516.1)","26, 25, 23, 23, 27 (LINC00673)","24,23,22,22,25","2,2,1,1,2","0,0,0,0,0",REVIEWED (LINC00673),SLNCR; SLNCR1; ERRLR01; HILNC75; LUCAIR1; HI-LNC75,"9,9,7,7,11","7,7,6,6,9","2,2,1,1,2","0,0,0,0,0","1,1,1,1,1","0,0,0,0,0","1,1,1,1,1","0,0,0,0,0"
loc285194 TUSC7,Cervical Squamous Cell Carcinoma,"qPCR, Western blot etc",up-regulated,31774069.0,"Also Known As: LOC285194; TUSC7; LSAMPAS3; LINC00902; LSAMP-AS1; LSAMP-AS3; NCRNA00295. LOC285194 mentioned in title of papers [PubMed-31494574 (TUSC7) and 27683121 (RPL34-DT)] referred in TUSC7 (NR_015391.1) and RPL34-DT (NR_026968.1). Aliases for TUSC7 Gene (From GeneCards database - GCID: GC03P116709)
Tumor Suppressor Candidate 7
TUSC7",1 (TUSC7),TUSC7 (NR_015391.1),9 (TUSC7),9,0,0,VALIDATED (TUSC7),LSAMPAS3; LINC00902; LSAMP-AS1; LSAMP-AS3; NCRNA00295,3,3,0,0,1,1,0,0
