,NCBI Reference Number,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS
1697,NR_152579.1,4,0,0
1698,NR_152580.1,4,0,0
1699,NR_152581.1,4,0,0
1700,NR_152582.1,5,0,0
1701,NR_152583.1,3,0,0
1702,NR_152584.1,7,0,0
1703,NR_152585.1,7,0,0
1704,NR_003098.2,5,0,0
1705,NR_152575.1,9,0,0
1706,NR_152576.1,9,0,0
1707,NR_152577.1,4,0,0
1708,NR_152578.1,4,0,0
1709,NR_152579.1,4,0,0
1710,NR_152580.1,4,0,0
1711,NR_152581.1,4,0,0
1712,NR_152582.1,5,0,0
1713,NR_152583.1,3,0,0
1714,NR_152584.1,7,0,0
1715,NR_152585.1,7,0,0
1716,NR_003098.2,5,0,0
1717,NR_152575.1,9,0,0
1718,NR_152576.1,9,0,0
1719,NR_152577.1,4,0,0
1720,NR_152578.1,4,0,0
1721,NR_152579.1,4,0,0
1722,NR_152580.1,4,0,0
1723,NR_152581.1,4,0,0
1724,NR_152582.1,5,0,0
1725,NR_152583.1,3,0,0
1726,NR_152584.1,7,0,0
1727,NR_152585.1,7,0,0
1728,NR_003098.2,5,0,0
1729,NR_152575.1,9,0,0
1730,NR_152576.1,9,0,0
1731,NR_152577.1,4,0,0
1732,NR_152578.1,4,0,0
1733,NR_152579.1,4,0,0
1734,NR_152580.1,4,0,0
1735,NR_152581.1,4,0,0
1736,NR_152582.1,5,0,0
1737,NR_152583.1,3,0,0
1738,NR_152584.1,7,0,0
1739,NR_152585.1,7,0,0
1740,NR_003239.1,5,0,0
1741,NR_024127.2,5,0,0
1742,NR_146381.1,9,0,0
1743,NR_146382.1,9,0,0
1744,NR_146383.1,4,0,0
1745,NR_146384.1,4,0,0
1746,NR_146385.1,4,0,0
1747,NR_146386.1,4,0,0
1748,NR_146387.1,4,0,0
1749,NR_146177.1,5,0,0
1750,NR_003697.2,5,0,0
1751,NR_152594.1,9,0,0
1752,NR_152595.1,9,0,0
1753,NR_152596.1,4,0,0
1754,NR_152597.1,4,0,0
1755,NR_003697.2,10,2,0
1756,NR_003697.2,8,0,0
1757,NR_152594.1,13,0,0
1758,NR_152595.1,9,0,0
1759,NR_152596.1,8,0,0
1760,NR_152597.1,13,0,0
1761,NR_038108.1,175,1,0
1762,NR_038108.1,8,0,0
1763,NR_038109.1,7,0,0
1764,NR_038110.1,7,0,0
1765,NR_038111.1,8,0,0
1766,NR_038108.1,8,0,0
1767,NR_038109.1,7,0,0
1768,NR_038110.1,7,0,0
1769,NR_038111.1,8,0,0
1770,NR_038108.1,8,0,0
1771,NR_038109.1,7,0,0
1772,NR_038110.1,7,0,0
1773,NR_038111.1,8,0,0
1774,NR_038108.1,9,0,0
1775,NR_038109.1,9,0,0
1776,NR_038110.1,8,0,0
1777,NR_038111.1,8,0,0
1778,NR_038108.1,9,0,0
1779,NR_038109.1,9,0,0
1780,NR_038110.1,8,0,0
1781,NR_038111.1,8,0,0
1782,NR_038108.1,9,0,0
1783,NR_038109.1,9,0,0
1784,NR_038110.1,8,0,0
1785,NR_038111.1,8,0,0
1786,NR_038108.1,9,0,0
1787,NR_038109.1,9,0,0
1788,NR_038110.1,8,0,0
1789,NR_038111.1,8,0,0
1790,NR_027058.1,9,0,0
1791,NR_027058.1,9,0,0
1792,NR_027058.1,9,0,0
1793,NR_027058.1,9,0,0
1794,NR_036473.1,17,1,0
1795,NR_036473.1,17,1,0
1796,NR_036473.1,17,1,0
1797,NR_036473.1,17,1,0
1798,NR_003141.3,18,0,0
1799,NR_036536.1,16,0,0
1800,NR_003038.2,18,0,0
1801,NR_003038.2,18,0,0
1802,NR_002599.2,18,0,0
1803,NR_152598.1,16,0,0
1804,NR_002599.2,10,0,0
1805,NR_152598.1,8,0,0
1806,NR_002599.2,2,0,0
1807,NR_002599.2,2,0,0
1808,NR_002599.2,4,0,0
1809,NR_152598.1,5,0,0
1810,NR_152599.1,3,0,0
1811,NR_152600.1,5,0,0
1812,NR_002599.2,4,0,0
1813,NR_152598.1,5,0,0
1814,NR_152599.1,3,0,0
1815,NR_152600.1,5,0,0
1816,NR_003672.2,4,0,0
1817,NR_024542.1,5,0,0
1818,NR_024543.1,3,0,0
1819,NR_003672.2,4,0,0
1820,NR_024542.1,5,0,0
1821,NR_024543.1,3,0,0
1822,NR_075091.1,4,0,0
1823,NR_075092.1,5,0,0
1824,NR_075093.1,3,0,0
1825,NR_004053.3,5,0,0
1826,NR_046514.1,4,0,0
1827,NR_046514.1,23,5,0
1828,NR_075091.1,23,5,0
1829,NR_075092.1,10,3,0
1830,NR_075093.1,9,3,0
1831,NR_075091.1,18,0,0
1832,NR_075092.1,16,0,0
1833,NR_075093.1,13,0,0
1834,NR_004053.3,16,0,0
1835,NR_075089.1,15,0,0
1836,NR_075090.1,11,0,0
1837,NR_075091.1,20,1,0
1838,NR_075091.1,20,1,0
1839,NR_075091.1,18,0,0
1840,NR_075092.1,16,0,0
1841,NR_075093.1,13,0,0
1842,NR_004053.3,16,0,0
1843,NR_075089.1,15,0,0
1844,NR_075090.1,11,0,0
1845,NR_103738.1,18,0,0
1846,NR_103737.1,16,0,0
1847,NR_131221.1,18,0,0
1848,NR_131221.1,18,0,0
1849,NR_131221.1,18,0,0
1850,NR_131221.1,25,0,0
1851,NR_131221.1,5,0,0
1852,NR_024424.2,5,0,0
1853,NR_024424.2,5,0,0
1854,NR_002190.1,5,0,0
1855,NR_002190.1,5,0,0
1856,NR_002190.1,20,1,0
1857,NR_028288.2,20,1,0
1858,NR_152604.1,16,1,0
1859,NR_028288.2,6,0,0
1860,NR_046268.1,6,0,0
1861,NR_144530.1,6,0,0
1862,NR_144530.1,15,1,0
1863,NR_027064.3,15,1,0
1864,NR_027064.3,4,0,0
1865,NR_027064.3,4,0,0
1866,NR_033711.1,4,0,0
1867,NR_033711.1,30,10,0
1868,NR_033711.1,30,10,0
1869,NR_033711.1,30,10,0
1870,NR_033711.1,61,6,0
1871,NR_033710.1,52,6,0
1872,NR_033709.1,41,5,0
1873,NR_033708.1,33,5,0
1874,NR_033712.1,26,4,0
1875,NR_051976.1,61,6,0
1876,NR_051976.1,61,6,0
1877,NR_109964.1,61,6,0
1878,NR_003255.2,61,6,0
1879,NR_131960.1,6,0,0
1880,NR_131961.1,1,1,1
1881,NR_109828.1,6,0,0
1882,NR_109828.1,9,1,0
1883,NR_109828.1,205,11,0
1884,NR_110492.1,3,0,0
1885,NR_110493.1,2,0,0
1886,NR_002323.2,1,0,0
1887,NR_152867.1,0,0,0
1888,NR_152868.1,02476,02476,02476
1889,NR_110492.1,5,0,0
1890,NR_110493.1,2,2,2
1891,NR_002323.2,1,1,1
1892,NR_110492.1,5,0,0
1893,NR_110493.1,2,2,2
1894,NR_002323.2,1,1,1
1895,NR_110492.1,5,0,0
1896,NR_110493.1,2,2,2
1897,NR_002323.2,1,1,1
1898,NR_110492.1,31,4,0
1899,NR_110493.1,30,4,0
1900,NR_002323.2,30,4,0
1901,NR_152867.1,12,0,0
1902,NR_152868.1,12,0,0
1903,NR_152869.1,30,4,0
1904,NR_152870.1,30,4,0
1905,NR_152871.1,31,4,0
1906,NR_110492.1,31,4,0
1907,NR_110493.1,30,4,0
1908,NR_002323.2,30,4,0
1909,NR_152867.1,12,0,0
1910,NR_152868.1,12,0,0
1911,NR_152869.1,30,4,0
1912,NR_152870.1,30,4,0
1913,NR_152871.1,31,4,0
1914,NR_110492.1,31,4,0
1915,NR_110493.1,30,4,0
1916,NR_002323.2,30,4,0
1917,NR_152867.1,12,0,0
1918,NR_152868.1,12,0,0
1919,NR_152869.1,30,4,0
1920,NR_152870.1,30,4,0
1921,NR_152871.1,31,4,0
1922,NR_110492.1,31,4,0
1923,NR_110493.1,30,4,0
1924,NR_002323.2,30,4,0
1925,NR_152867.1,12,0,0
1926,NR_152868.1,12,0,0
1927,NR_152869.1,30,4,0
1928,NR_152870.1,30,4,0
1929,NR_152871.1,31,4,0
1930,NR_110492.1,31,4,0
1931,NR_110493.1,30,4,0
1932,NR_002323.2,30,4,0
1933,NR_152867.1,12,0,0
1934,NR_152868.1,12,0,0
1935,NR_152869.1,30,4,0
1936,NR_152870.1,30,4,0
1937,NR_152871.1,31,4,0
1938,NR_110492.1,31,4,0
1939,NR_110493.1,30,4,0
1940,NR_002323.2,30,4,0
1941,NR_152867.1,12,0,0
1942,NR_152868.1,12,0,0
1943,NR_152869.1,30,4,0
1944,NR_152870.1,30,4,0
1945,NR_152871.1,31,4,0
1946,NR_015391.1,31,4,0
1947,NR_148407.1,31,4,0
1948,NR_109828.1,31,4,0
1949,NR_125373.1,31,4,0
1950,NR_125373.1,9,0,0
1951,NR_027148.1,6,0,0
1952,NR_027148.1,5,0,0
1953,NR_027148.1,20,0,0
1954,NR_103847.1,20,0,0
1955,NR_015379.3,7,0,0
1956,NR_015379.3,7,0,0
1957,NR_015379.3,7,0,0
1958,NR_015379.3,9,0,0
1959,NR_015379.3,10,0,0
1960,NR_015379.3,10,0,0
1961,NR_015379.3,10,0,0
1962,NR_015379.3,10,0,0
1963,NR_015379.3,10,0,0
1964,NR_015379.3,10,0,0
1965,NR_015379.3,10,0,0
1966,NR_015379.3,10,0,0
1967,NR_015379.3,10,0,0
1968,NR_015379.3,10,0,0
1969,NR_015379.3,10,0,0
1970,NR_015379.3,10,0,0
1971,NR_015379.3,10,0,0
1972,NR_015379.3,10,0,0
1973,NR_015379.3,10,0,0
1974,NR_015379.3,10,0,0
1975,NR_102709.1,10,0,0
1976,NR_015359.2,10,0,0
1977,NR_015392.1,10,0,0
1978,NR_120546.1,10,0,0
1979,NR_001564.2,2,0,0
1980,NR_001564.2,9,0,0
1981,NR_001564.2,16,0,0
1982,NR_001564.2,29,2,1
1983,NR_001564.2,71,0,0
1984,NR_001564.2,71,0,0
1985,NR_001564.2,71,0,0
1986,NR_001564.2,71,0,0
1987,NR_133646.2,71,0,0
1988,NR_024284.1,71,0,0
1989,NR_024284.1,71,0,0
1990,NR_024284.1,71,0,0
1991,NR_040248.2,24,4,0
1992,NR_003604.3,6,1,0
1993,NR_003605.2,5,0,0
1994,NR_003606.3,10,1,0
1995,NR_036658.2,12,2,0
1996,NR_036659.2,4,1,0
1997,NR_003604.3,6,1,0
1998,NR_003605.2,5,0,0
1999,NR_003606.3,10,1,0
2000,NR_036658.2,12,2,0
2001,NR_036659.2,4,1,0
2002,NR_003604.3,6,1,0
2003,NR_003605.2,5,0,0
2004,NR_003606.3,10,1,0
2005,NR_036658.2,12,2,0
2006,NR_036659.2,4,1,0
2007,NR_003604.3,4,0,0
2008,NR_015378.3,11,2,0
