LncRNA name,Cancer name,Methods,Expression pattern,Pubmed ID,Remarks,No. of Transcript variants,NCBI Reference Number,Total No. of PQS,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS,RefSeq status,Total No. of PQS.1,G4Hunter Scores of PQS,Similarity between PQS from QGRS mapper vs PQS from G4 hunter,Total No. of PQS.2,G4Hunter Scores of PQS.1,Similarity between PQS from QGRS mapper vs PQS from G4 hunter.1
MALAT1,gastric cancer,"qPCR, RNAi, Western blot, RIP, Luciferase reporter assay, Cell proliferation assay etc.",up-regulated,27887846.0,"Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047

Some (older-not checked for PQS) scRNA mascRNA (MALAT1 gene) ""scRNA"" ncRNA (TPA: HG975416.1) was also there in result.

PQS 1 obtained in 1st variant was replaced by another PQS of same score (by shifting a G-Group within the same G-Group/Quartet frame) in 2nd and 3rd variants.",3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46, 47, 47","7, 7, 6

PQS 1 obtained in 1st variant was replaced by another PQS of same score (by shifting a G-Group within the same G-Group/Quartet frame) in 2nd and 3rd variants.","0, 0, 0",REVIEWED,"31 (17 - 2G, 9 - 3G, 5 - C-rich);

30 (16 - 2G, 9 - 3G, 5 - C-rich);

31 (1- - 2G, 9 - 3G, 5 - C-rich)","[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];

[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];

[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891]",No similarity to PQS (2G) from QGRS mapper,"2 (3G);

2 (3G);

2 (3G)","[1.358, 1.354 (3G)];

[1.358, 1.354 (3G)];

[1.358, 1.354 (3G)]","For all three variants, 
PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

PQS 1 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper.

PQS 2 (3G) from G4 Hunter has no similarity to PQS from QGRS mapper 
"
MALAT1,gastric cancer,"qPCR, Western blot, Luciferase reporter assay",up-regulated,28396617.0,"Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047

Some (older-not checked for PQS) scRNA mascRNA (MALAT1 gene) ""scRNA"" ncRNA (TPA: HG975416.1) was also there in result.

PQS 1 obtained in 1st variant was replaced by another PQS of same score (by shifting a G-Group within the same G-Group/Quartet frame) in 2nd and 3rd variants.",3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46, 47, 47","7, 7, 6

PQS 1 obtained in 1st variant was replaced by another PQS of same score (by shifting a G-Group within the same G-Group/Quartet frame) in 2nd and 3rd variants.","0, 0, 0",REVIEWED,"31 (17 - 2G, 9 - 3G, 5 - C-rich);

30 (16 - 2G, 9 - 3G, 5 - C-rich);

31 (1- - 2G, 9 - 3G, 5 - C-rich)","[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];

[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];

[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891]",No similarity to PQS (2G) from QGRS mapper,"2 (3G);

2 (3G);

2 (3G)","[1.358, 1.354 (3G)];

[1.358, 1.354 (3G)];

[1.358, 1.354 (3G)]","For all three variants, 
PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

PQS 1 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper.

PQS 2 (3G) from G4 Hunter has no similarity to PQS from QGRS mapper 
"
MALAT1,gastric cancer,"qPCR, RNAi, Western blot, Cell proliferation assay etc.",up-regulated,27486823.0,"Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047

Some (older-not checked for PQS) scRNA mascRNA (MALAT1 gene) ""scRNA"" ncRNA (TPA: HG975416.1) was also there in result.

PQS 1 obtained in 1st variant was replaced by another PQS of same score (by shifting a G-Group within the same G-Group/Quartet frame) in 2nd and 3rd variants.",3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46, 47, 47","7, 7, 6

PQS 1 obtained in 1st variant was replaced by another PQS of same score (by shifting a G-Group within the same G-Group/Quartet frame) in 2nd and 3rd variants.","0, 0, 0",REVIEWED,"31 (17 - 2G, 9 - 3G, 5 - C-rich);

30 (16 - 2G, 9 - 3G, 5 - C-rich);

31 (1- - 2G, 9 - 3G, 5 - C-rich)","[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];

[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];

[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891]",No similarity to PQS (2G) from QGRS mapper,"2 (3G);

2 (3G);

2 (3G)","[1.358, 1.354 (3G)];

[1.358, 1.354 (3G)];

[1.358, 1.354 (3G)]","For all three variants, 
PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

PQS 1 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper.

PQS 2 (3G) from G4 Hunter has no similarity to PQS from QGRS mapper 
"
MALAT1,gastric cancer,"qPCR, RNAi, Western blot, Cell proliferation assay, ISH etc.",up-regulated,28268166.0,"Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047

Some (older-not checked for PQS) scRNA mascRNA (MALAT1 gene) ""scRNA"" ncRNA (TPA: HG975416.1) was also there in result.

PQS 1 obtained in 1st variant was replaced by another PQS of same score (by shifting a G-Group within the same G-Group/Quartet frame) in 2nd and 3rd variants.",3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46, 47, 47","7, 7, 6

PQS 1 obtained in 1st variant was replaced by another PQS of same score (by shifting a G-Group within the same G-Group/Quartet frame) in 2nd and 3rd variants.","0, 0, 0",REVIEWED,"31 (17 - 2G, 9 - 3G, 5 - C-rich);

30 (16 - 2G, 9 - 3G, 5 - C-rich);

31 (1- - 2G, 9 - 3G, 5 - C-rich)","[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];

[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];

[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891]",No similarity to PQS (2G) from QGRS mapper,"2 (3G);

2 (3G);

2 (3G)","[1.358, 1.354 (3G)];

[1.358, 1.354 (3G)];

[1.358, 1.354 (3G)]","For all three variants, 
PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

PQS 1 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper.

PQS 2 (3G) from G4 Hunter has no similarity to PQS from QGRS mapper 
"
MALAT1,gastric cancer,"qPCR, RNAi, Western blot etc.",up-regulated,28276823.0,"Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047

Some (older-not checked for PQS) scRNA mascRNA (MALAT1 gene) ""scRNA"" ncRNA (TPA: HG975416.1) was also there in result.

PQS 1 obtained in 1st variant was replaced by another PQS of same score (by shifting a G-Group within the same G-Group/Quartet frame) in 2nd and 3rd variants.",3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46, 47, 47","7, 7, 6

PQS 1 obtained in 1st variant was replaced by another PQS of same score (by shifting a G-Group within the same G-Group/Quartet frame) in 2nd and 3rd variants.","0, 0, 0",REVIEWED,"31 (17 - 2G, 9 - 3G, 5 - C-rich);

30 (16 - 2G, 9 - 3G, 5 - C-rich);

31 (1- - 2G, 9 - 3G, 5 - C-rich)","[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];

[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];

[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891]",No similarity to PQS (2G) from QGRS mapper,"2 (3G);

2 (3G);

2 (3G)","[1.358, 1.354 (3G)];

[1.358, 1.354 (3G)];

[1.358, 1.354 (3G)]","For all three variants, 
PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

PQS 1 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper.

PQS 2 (3G) from G4 Hunter has no similarity to PQS from QGRS mapper 
"
MALAT1,gastric cancer,"qPCR, RNAi, Western blot, ChIP etc.",up-regulated,27259812.0,"Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047

Some (older-not checked for PQS) scRNA mascRNA (MALAT1 gene) ""scRNA"" ncRNA (TPA: HG975416.1) was also there in result.

PQS 1 obtained in 1st variant was replaced by another PQS of same score (by shifting a G-Group within the same G-Group/Quartet frame) in 2nd and 3rd variants.",3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46, 47, 47","7, 7, 6

PQS 1 obtained in 1st variant was replaced by another PQS of same score (by shifting a G-Group within the same G-Group/Quartet frame) in 2nd and 3rd variants.","0, 0, 0",REVIEWED,"31 (17 - 2G, 9 - 3G, 5 - C-rich);

30 (16 - 2G, 9 - 3G, 5 - C-rich);

31 (1- - 2G, 9 - 3G, 5 - C-rich)","[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];

[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];

[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891]",No similarity to PQS (2G) from QGRS mapper,"2 (3G);

2 (3G);

2 (3G)","[1.358, 1.354 (3G)];

[1.358, 1.354 (3G)];

[1.358, 1.354 (3G)]","For all three variants, 
PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

PQS 1 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper.

PQS 2 (3G) from G4 Hunter has no similarity to PQS from QGRS mapper 
"
MALAT1,gastric cancer,qPCR etc.,up-regulated,26096073.0,"Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047

Some (older-not checked for PQS) scRNA mascRNA (MALAT1 gene) ""scRNA"" ncRNA (TPA: HG975416.1) was also there in result.

PQS 1 obtained in 1st variant was replaced by another PQS of same score (by shifting a G-Group within the same G-Group/Quartet frame) in 2nd and 3rd variants.",3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46, 47, 47","7, 7, 6

PQS 1 obtained in 1st variant was replaced by another PQS of same score (by shifting a G-Group within the same G-Group/Quartet frame) in 2nd and 3rd variants.","0, 0, 0",REVIEWED,"31 (17 - 2G, 9 - 3G, 5 - C-rich);

30 (16 - 2G, 9 - 3G, 5 - C-rich);

31 (1- - 2G, 9 - 3G, 5 - C-rich)","[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];

[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];

[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891]",No similarity to PQS (2G) from QGRS mapper,"2 (3G);

2 (3G);

2 (3G)","[1.358, 1.354 (3G)];

[1.358, 1.354 (3G)];

[1.358, 1.354 (3G)]","For all three variants, 
PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

PQS 1 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper.

PQS 2 (3G) from G4 Hunter has no similarity to PQS from QGRS mapper 
"
MALAT1,gastric cancer,"qPCR, RNAi etc.",up-regulated,25280565.0,"Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047

Some (older-not checked for PQS) scRNA mascRNA (MALAT1 gene) ""scRNA"" ncRNA (TPA: HG975416.1) was also there in result.

PQS 1 obtained in 1st variant was replaced by another PQS of same score (by shifting a G-Group within the same G-Group/Quartet frame) in 2nd and 3rd variants.",3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46, 47, 47","7, 7, 6

PQS 1 obtained in 1st variant was replaced by another PQS of same score (by shifting a G-Group within the same G-Group/Quartet frame) in 2nd and 3rd variants.","0, 0, 0",REVIEWED,"31 (17 - 2G, 9 - 3G, 5 - C-rich);

30 (16 - 2G, 9 - 3G, 5 - C-rich);

31 (1- - 2G, 9 - 3G, 5 - C-rich)","[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];

[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];

[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891]",No similarity to PQS (2G) from QGRS mapper,"2 (3G);

2 (3G);

2 (3G)","[1.358, 1.354 (3G)];

[1.358, 1.354 (3G)];

[1.358, 1.354 (3G)]","For all three variants, 
PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

PQS 1 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper.

PQS 2 (3G) from G4 Hunter has no similarity to PQS from QGRS mapper 
"
MANCR,gastric cancer,RT-qPCR,up-regulated,31807188.0,Also Known As: LINC00704,1,NR_024475.1,7,2,0,0,PREDICTED,,,,0,0,No PQS found in G4 Hunter
MAP3K20,gastric cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP etc.",up-regulated,29428732.0,Also Known As: MLK7-AS1,1,NR_033882.1,10,10,0,0,VALIDATED,1 (C-rich),[-0.789 (C-rich)],No similarity to any PQS (2G) from QGRS mapper.,0,0,No PQS found in G4 Hunter
MCM3AP-AS1,gastric cancer,"qPCR, Western blot, luciferase reporter assay etc",up-regulated,32196596.0,Also known as: C21orf85; MCM3APAS; MCM3AP-AS; MCM3APASB; NCRNA00031,4,"NR_110565.1, NR_002776.4,NR_110566.1,NR_110567.1","9,9,10,11","9,9,10,11","0,0,0,0","0,0,0,0",VALIDATED,"2 (C-rich);

1 (C-rich);

0;

3 (2G)","[-0.829, -0.911 (C-rich)]

[-0.911 (C-rich)];

0;

[0.855, 0.933, 0.911 (2G)]","No similarity to any PQS (2G) from QGRS mapper.
",0,0,No PQS found in G4 Hunter
MDC1-AS,gastric cancer,qPCR,down-regulated,29375682.0,Also Known As: MDC1-AS,1,NR_133647.1,7,7,0,0,VALIDATED,2 (C-rich),"[-0.893, -0.911 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper.,0,0,No PQS found in G4 Hunter
MEF2C-AS1,gastric cancer,"RNA-seq, qPCR, Western blot, in vitro knockdown",down-regulated,30005210.0,,9,"NR_104031.1, NR_109940.1,
NR_109941.1, NR_136217.1,
NR_136218.1, NR_136219.1,
NR_136220.1, NR_136221.1,
NR_136222.1","10,3,3,9,12,10,10,9,9","10,3,3,9,12,10,10,9,9","0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",VALIDATED,"6 (5 - 2G, 1 - C-rich);

1 (C-rich);

0;

1 (C-rich);

0;

0;

2 (2G);

2 (2G);

1 (C-rich)","[0.803, 0.933, 0.872, 0.851, 0.896 (2G), -0.922 (C-rich)];

[-0.922 (C-rich)];

0;

[-0.922 (C-rich)];

0;

0;

[0.776, 0.796 (2G)];

[0.776, 0.796 (2G)];

[-0.922 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper.,0,0,No PQS found in G4 Hunter
MEG3,gastric cancer,qPCR,down-regulated,29805620.0,"Also Known As: GTL2; FP504; prebp1; PRO0518; PRO2160; LINC00023; NCRNA00023; onco-lncRNA-83

Sequence not available for 11th variant.

Some (older-not checked for PQS) Long non-coding RNA containing retained intron meg3 (MEG3 gene); and maternally expressed 3 transcript variant lncRNA (MEG3) ""lncRNA"" ncRNA (TPA: HG975417.1 and complete sequence - MH929320.1 respectively) were also there in result.

Some (older-not checked for PQS) MEG3 isoforms ncRNA ""other"" ncRNA (complete sequence, alternatively spliced) were also there in result.

PQS 7 and 9 obtained in 16th Variant when search parameter was set to Min G-Group Size: 2 was replaced by another PQSs of same scores (by shifting G-Group/Quartet frame) when search parameter was set to Min G-Group Size: 3.
For further consideration, PQS when search parameter was set to Min G-Group Size: 2 was taken.","15
(11th Variant not available)
(Total=16)","NR_002766.2, NR_003530.2, NR_003531.3, NR_033358.1, NR_033359.1, NR_033360.1, NR_046464.1, NR_046465.2, NR_046466.1, NR_046467.1, _____, NR_046469.1, NR_046470.2, NR_046471.1, NR_046472.1, NR_046473.1","16, 19, 18, 17, 17, 17, 17, 17, 17, 18, ___, 17, 19, 17, 18, 93","14, 17, 16, 15, 15, 15, 15, 15, 15, 16, ___, 15, 17, 15, 16, 81","2, 2, 2, 2, 2, 2, 2, 2, 2, 2, ___, 2, 2, 2, 2, 12

PQS 1 is same in all variants.
PQS 2 is absent in 16th variant.
PQS 2-12 of 16th variant is different from other variants.","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, ___, 0, 0, 0, 0, 0",REVIEWED,"4 (2 - 2G, 2 - C-rich);

4 (2 - 2G, 2 - C-rich);

9 (2 - 2G, 7 - C-rich);

4 (2 - 2G, 2 - C-rich);

9 (2 - 2G, 7 - C-rich);

4 (2 - 2G, 2 - C-rich);

9 (2 - 2G, 7 - C-rich);

4 (2 - 2G, 2 - C-rich);

4 (2 - 2G, 2 - C-rich);

4 (2 - 2G, 2 - C-rich);
____;

9 (2 - 2G, 7 - C-rich);

8 (2 - 2G, 6 - C-rich);

4 (2 - 2G, 2 - C-rich);

4 (2 - 2G, 2 - C-rich);

20 (19 - 2G, 1 - C-rich)","[0.911, 0.894 (2G); -0.915, -0.816 (C-rich)];

[0.911, 0.894 (2G); -0.915, -0.816 (C-rich)];

[0.911, 0.894 (2G); -0.911, -0.885, -0.918, -0.848, -0.911, -0.915, -0.816 (C-rich)];

[0.911, 0.894 (2G); -0.915, -0.816 (C-rich)];

[0.911, 0.894 (2G); -0.911, -0.885, -0.918, -0.848, -0.911, -0.915, -0.816 (C-rich)];

[0.911, 0.894 (2G); -0.915, -0.816 (C-rich)];

[0.911, 0.894 (2G); -0.911, -0.885, -0.918, -0.848, -0.911, -0.915, -0.816 (C-rich)];

[0.911, 0.894 (2G); -0.915, -0.816 (C-rich)];

[0.911, 0.894 (2G); -0.915, -0.816 (C-rich)];

[0.911, 0.894 (2G); -0.915, -0.816 (C-rich)];

_____;

[0.911, 0.894 (2G); -0.911, -0.885, -0.918, -0.848, -0.911, -0.915, -0.816 (C-rich)];

[0.911, 0.894 (2G); -0.885, -0.918, -0.848, -0.911, -0.915, -0.816 (C-rich)];

[0.911, 0.894 (2G); -0.915, -0.816 (C-rich)];

[0.911, 0.894 (2G); -0.915, -0.816 (C-rich)];

[0.911, 0.894, 0.915, -0.911, 0.87, 0.891, 0.829, 0.962, 0.877,  0.821, 0.911, 0.843, 0.851, 0.798, 0.917, 0.911, 0.911, 0.849, 0.842]",No similarity to PQS (2G) from QGRS mapper,"0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
___;
0;
0;
0;
0;
5 (3G)","0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
___;
0;
0;
0;
0;
[1.23, 1.396, 1.245, 1.422, 1.308 (3G)]","In Variant 16:

PQS 7 (3G) from QGRS mapper is similar to / a part of PQS 1, 2 (3G) from G4 hunter

PQS 2 (3G) from G4 Hunter has a left frame-shift as compared to PQS 7 (3G) from QGRS mapper.

PQS 8 (3G) from QGRS mapper is similar to / a part of PQS 3 (3G) from G4 hunter

PQS 3 (3G) from G4 Hunter has a left frame-shift as compared to PQS 8 (3G) from QGRS mapper.
 
By looking at  PQS 4, 5 (3G) from G4 hunter, it appears that at a time only 1 GQ can be formed as both PQS have few common G-tracts due to overlap amongst all of these PQS."
